,Id,Date,Text,State
133,615234755273949184,2015-06-28,"['sierra', 'front', 'says', 'small', 'due', 'lightning', 'northern', 'nevada']",Nevada
155,615206299714752513,2015-06-28,"['overnight', 'lightning', 'strikes', 'spark', 'dozen', 'new', 'northern', 'firefighters', 'say', 'lightning']",California
215,614918188069883904,2015-06-27,"['western', 'southern', 'roars', 'life', 'foxaustin']",Texas
785,614467923285925888,2015-06-26,"['western', 'southern', 'roars', 'life', 'associated', 'press', 'chewing']",North Carolina
932,614439768110174208,2015-06-26,"['mountain', 'grow', 'forces', 'evacuations', 'charging', 'several', 'dry', 'western', 'states']",California
1087,614404878895595520,2015-06-26,"['cali', 'grew', 'private', 'drone', 'flights', 'disrupted', 'air', 'drops']",New York
1516,614213046169239552,2015-06-25,"['firefighters', 'scan', 'skies', 'drones', 'lakefire', 'san', 'bernardino', 'county']",California
1618,614173369227808768,2015-06-25,"['western', 'grows', 'forces', 'evacuations', 'charging', 'several', 'dry', 'western']",Nevada
1640,614168174485983232,2015-06-25,[],Pennsylvania
1821,614122441720201216,2015-06-25,"['marine', 'layer', 'could', 'bring', 'dry', 'lightning', 'worsen', 'southern', 'hazard']",California
1836,614114650481766400,2015-06-25,"['western', 'grows', 'forces', 'evacuations']",California
1923,614094784693600257,2015-06-25,"['western', 'grows', 'forces', 'evacuations', 'charging', 'several', 'dry', 'western']",Washington
2110,614059995290689536,2015-06-25,"['evacuations', 'ordered', 'southern', 'grows', 'associated', 'press', 'sweeping']",North Carolina
2164,614031499722162177,2015-06-25,"['massive', 'sweep']",England
2220,614007654122307584,2015-06-25,"['evacuations', 'threatened', 'homes', 'associated', 'press', 'sweeping']",Illinois
2307,614002371719368704,2015-06-25,"['evacuations', 'threatened', 'homes', 'associated', 'press', 'sweeping']",Massachusetts
2321,614000773438001152,2015-06-25,"['evacuated', 'north', 'losangeles', 'santaclarita', 'rage']",North Carolina
2361,613960822969077761,2015-06-25,"['woah', 'seen', 'mountains', 'way', 'coachella', 'coachella']",California
2544,613902161546625024,2015-06-25,"['sunset', 'beautiful', 'im', 'also', 'sad']",Nevada
2545,613900317483110400,2015-06-25,"['bouncing', 'back', 'season', 'never', 'ends', 'fourth', 'year', 'drought']",California
2547,613899181833367552,2015-06-25,"['bouncing', 'back', 'season', 'never', 'ends', 'fourth', 'year', 'drought']",California
2710,613763384392024064,2015-06-24,"['clark', 'co', 'issues', 'advisory', 'smoke', 'ca', 'burning', 'southern', 'prompted', 'officials']",Nevada
3085,613406227884851200,2015-06-23,"['nearly', 'fighting', 'huge', 'earlyseasonfire']",California
3094,613399637265772544,2015-06-23,"['firefighters', 'gain', 'ground', 'across', 'firefighters', 'continuing', 'gain', 'control']",California
3477,612783803942080512,2015-06-22,"['globalwarming', 'drought', 'manmade', 'massive', 'burning', 'homes', 'risk', 'new', 'started', 'today', 'alaska']",California
3516,612764752671023109,2015-06-21,"['lake', 'tahoe', 'looking', 'south', 'heavenly', 'tahoe', 'beachtime', 'sierranevada']",California
3559,612706567108980736,2015-06-21,"['crackling', 'first', 'day', 'summer', 'summer', 'arrived', 'sunday', 'season']",California
3608,612444092648132608,2015-06-21,"['tear', 'alaska', 'tearing', 'west', 'coast']",Massachusetts
3621,612390256940326912,2015-06-20,"['im', 'really', 'saddened', 'hear', 'earthquakes', 'omg', 'pray', 'everyone', 'sad']",Tennessee
3640,612331344870268928,2015-06-20,"['burning', 'big', 'bear', 'lake', 'blaze', 'grows', 'acres', 'hot', 'dry']",California
3790,612193662760525824,2015-06-20,"['destroyed', 'gt', 'acres', 'us', 'week', 'still', 'burn', 'arizona', 'oregon', 'alaska']",New Hampshire
3921,612020110023368704,2015-06-19,"['wh', 'obama', 'met', 'gov', 'brown', 'today', 'discuss', 'federal', 'state', 'local', 'efforts', 'deal', 'drought']",District of Columbia
3944,611976304313810944,2015-06-19,"['burn', 'deserts', 'mountains', 'dry', 'one', 'southern', 'burned', 'three', 'homes']",California
4213,611581915712229376,2015-06-18,"['bring', 'evacuations', 'southern', 'forced', 'evacuation', 'nearly', 'campers']",Nevada
4217,611566493868797952,2015-06-18,"['yep', 'latest', 'check', 'map']",California
4313,610847724993388545,2015-06-16,"['prevent', 'plumas', 'nationalpark', 'smokeythebear', 'campfire']",California
4601,605600096407797760,2015-06-02,"['without', 'homes', 'thats', 'destroying', 'acres', 'land', 'thats', 'story']",Texas
4624,603765166165995521,2015-05-28,"['east', 'bay', 'regional', 'parks', 'proactive', 'fighting', 'midst', 'massive', 'drought']",California
4681,601631395144929280,2015-05-22,"['becareful', 'koorsinsurance', 'koors', 'insurance']",California
4704,600840719897591809,2015-05-20,"['ive', 'come', 'realization', 'prefer', 'earthquakes', 'seasons', 'need', 'move', 'back']",Maryland
5059,597468150792212481,2015-05-10,"['damn', 'thats', 'worse', 'thought', 'least', 'million', 'trees', 'dead', 'drought', 'thinkprogress']",Texas
5480,596423538128584705,2015-05-07,"['least', 'million', 'trees', 'dead', 'drought']",Pennsylvania
5819,596131060833857536,2015-05-07,"['least', 'million', 'trees', 'dead', 'drought', 'climatechange']",Queensland
6334,594556544248913920,2015-05-02,"['worsening', 'climate', 'change', 'state', 'determined', 'fix']",Mato Grosso
6783,589969012143951873,2015-04-20,"['hi', 'wendy', 'mention', 'aquifers', 'also', 'environment', 'seem', 'stressed', 'drying']",California
6823,589561144085504000,2015-04-18,"['wearefarmers', 'becareful', 'homeownersinsurance', 'havetherightciverage', 'ffr']",California
7394,577940858374201344,2015-03-17,"['scary', 'times', 'drought', 'making', 'yearround', 'threat']",California
7536,572389903935393793,2015-03-02,"['ab', 'new', 'global', 'warming', 'solutions', 'act']",California
7605,567747783957155840,2015-02-17,"['hate', 'tell', 'people', 'im', 'moving', 'tell', 'oh', 'theres', 'like', 'ok', 'thanks', 'fun', 'fact']",New York
8108,681099439646334976,2015-12-27,"['floods', 'uk', 'argentina', 'tornadoes', 'texas', 'peaceful', 'restful', 'festive', 'season', 'many']",England
8176,680980902361473024,2015-12-27,"['australia', 'tornadoes', 'texas', 'floods', 'south', 'america', 'uk', 'whats', 'happening', 'planet', 'earth']",Chhattisgarh
8499,680875017618485248,2015-12-26,"['blaze', 'explodes', 'acres', 'overnight', 'nbcnewsl']",Tennessee
8644,680848881546964992,2015-12-26,"['tine', 'mór', 'gar', 'go', 'ventura', 'anghaofar', 'faoi', 'láthair', 'rud', 'nach', 'gcabhraíonn', 'leis', 'scéal']",California
8689,680819662444101632,2015-12-26,"['solimarfire', 'acres', 'burning', 'toward', 'beach', 'approx', 'people', 'evacuated', 'cawildfire']",California
8754,679194011479879680,2015-12-22,"['residents', 'flee', 'huge', 'governor', 'declares', 'emergency', 'remembering', 'old', 'friend', 'died']",Colorado
8786,678033394094104576,2015-12-19,"['getting', 'expensive', 'cleanup']",California
8787,678030770229788672,2015-12-19,"['getting', 'expensive', 'cleanup']",California
8813,677970613923741697,2015-12-18,"['faces', 'costly', 'cleanup']",California
9026,672494585529040896,2015-12-03,"['focuses', 'power', 'lines', 'top', 'cause']",California
9066,671098266688356353,2015-11-29,"['cycling', 'earth', 'global', 'warming', 'californiathailand', 'australia']",Queensland
9103,669682996128026624,2015-11-26,"['focuses', 'power', 'lines', 'top', 'cause']",California
9130,669552768550486016,2015-11-25,"['focuses', 'power', 'lines', 'top', 'cause']",California
9154,669390067245297664,2015-11-25,"['focuses', 'power', 'lines', 'top', 'cause']",California
9156,669381039224025088,2015-11-25,"['animals', 'find', 'homes', 'veterinary', 'googlealerts']",California
9157,669367412077162497,2015-11-25,"['starting', 'burn', 'marijuana', 'farms', 'one', 'job', 'firemen', 'volunteers']",Virginia
9195,668787260809056256,2015-11-23,"['capturing', 'aweinspiring', 'humbling']",Ontario
9346,668101577396256768,2015-11-21,"['capturing', 'relentless', 'aweinspiring', 'humbling']",Florida
9361,668092140153507840,2015-11-21,"['focuses', 'power', 'lines', 'top', 'cause']",California
9956,667831550684172289,2015-11-20,"['focuses', 'power', 'lines', 'top', 'cause']",California
10002,667158387210059776,2015-11-19,"['top', 'cause', 'lawmakers', 'point', 'pgampe']",California
10006,667124058262114304,2015-11-18,"['focuses', 'power', 'lines', 'cause']",California
10088,665270485035282436,2015-11-13,[],California
10096,665220722512429056,2015-11-13,"['paradise', 'burned', 'climatechange', 'scorching']",Nevada
10317,664570807662878720,2015-11-11,"['paradise', 'burned', 'climate', 'change', 'scorching', 'huffpostpol']",Vaud
10450,664247991503466496,2015-11-11,"['paradise', 'burned', 'climatechange', 'scorching']",Texas
10679,663503909600686080,2015-11-08,"['climate', 'change', 'increase', 'risk', 'extreme', 'calif', 'study', 'says']",California
10815,662628910560124928,2015-11-06,"['thank', 'beautiful', 'flower', 'donation', 'staff', 'flowers', 'ari']",Massachusetts
11144,661404320890400769,2015-11-03,"['dead', 'tree', 'emergency', 'could', 'fuel', 'el', 'nino', 'floods', 'calling', 'worst', 'epidemic', 'tree']",California
11263,660534529946292224,2015-10-31,"['unexpected', 'threat', 'condors', 'veterinary', 'wildlife']",California
11268,660478477179691009,2015-10-31,"['got', 'speak', 'chief', 'san', 'diego']",California
11371,660127233630060544,2015-10-30,"['feds', 'approve', 'million', 'victims']",California
11453,659884682092216321,2015-10-30,"['best', 'burn', 'ive', 'seen', 'since']",California
11620,659786666366795776,2015-10-29,"['says', 'smoke', 'kills', 'hundreds', 'thousands', 'makes', 'us', 'sick', 'environment', 'health']",Texas
12036,658236075706445824,2015-10-25,"['californiawildfiresareabruptclimatechangeecologicalcollapse', 'ecointernet']",New South Wales
12119,658055006818467841,2015-10-24,"['wowthe', 'haze', 'smell', 'stifling', 'scary', 'stretches', 'many', 'miles', 'good', 'situation']",California
12124,658035821627482116,2015-10-24,"['abrupt', 'climate', 'change', 'ecological', 'collapse', 'ecology', 'climate']",Pennsylvania
12157,657611360210030592,2015-10-23,"['hurricane', 'patricia', 'super', 'typhoon', 'koppu', 'devastating', 'syrian', 'drought', 'civil', 'war']",Missouri
12403,656553406744494081,2015-10-20,"['caused', 'mygawd']",California
12469,656425278370025473,2015-10-20,"['voluntary', 'claims', 'handling', 'reforms', 'promoted', 'californiadepartmentofinsurance', 'answers']",Tennessee
12480,656332582909378560,2015-10-20,"['scientists', 'deny', 'climate', 'change', 'story', 'video', 'kusinews']",California
12749,655165264229748736,2015-10-16,"['nobleeffort', 'oaklandfiredept', 'help', 'firefighters', 'lost', 'homes', 'thank']",California
12771,655107317466181632,2015-10-16,"['also', 'result', 'well', 'drought', 'southern']",California
12822,654901377005568000,2015-10-16,"['mums', 'main', 'reasons', 'late', 'night', 'calling', 'earthquakes', 'mudslides']",California
12992,654689452850180096,2015-10-15,"['cause', 'nearly', 'billion', 'damage', 'insurance', 'company', 'says', 'two', 'massive']",Nevada
13062,654508859483009024,2015-10-15,"['lets', 'forget', 'burning', 'idaho', 'wyoming', 'acres']",Massachusetts
13066,654507850010460160,2015-10-15,"['lets', 'forget', 'burning', 'idaho', 'wyoming', 'acres', 'please', 'retweet', 'news', 'usa']",Massachusetts
13301,653800619354910720,2015-10-13,"['may', 'allow', 'inmate', 'firefighters', 'violent', 'pasts']",California
13441,653682630404276225,2015-10-12,"['skonie', 'skoop']",Delaware
13655,653584138805489665,2015-10-12,"['may', 'allow', 'inmate', 'firefighters', 'violent', 'pasts']",Texas
13739,653472940361543680,2015-10-12,"['tomorrow', 'strike']",California
13969,652209401311436800,2015-10-08,"['hundreds', 'evacuated', 'blaze', 'spreading', 'vision']",Москва
14241,651420140660203521,2015-10-06,"['heartwarming', 'heartbreaking', 'donate', 'help', 'animals', 'burned', 'buttefire', 'valleyfire']",Maryland
14401,650839224900550656,2015-10-05,"['rage', 'million', 'prevention', 'money', 'goes', 'unspent']",California
14505,650450287010947072,2015-10-03,"['also', 'drought', 'loss', 'homes', 'wish', 'could', 'share', 'rain', 'much']",North Carolina
14525,650416569969852416,2015-10-03,"['protect', 'home', 'northern']",California
14813,650050580421840896,2015-10-02,"['valley', 'evacuees', 'return', 'looted', 'homes']",California
15292,649735888256106496,2015-10-02,"['destructive', 'n', 'state', 'history', 'raged', 'across', 'northern', 'according', 'federal', 'statistics', 'total', 'acres']",California
15594,649463236283232256,2015-10-01,"['striking', 'photos', 'show', 'animal', 'survivors', 'northern']",Québec
15600,649452504317472768,2015-10-01,"['striking', 'photos', 'show', 'animal', 'survivors', 'northern', 'cal', 'kudos', 'valleyfire']",California
15608,649428600949600256,2015-10-01,"['incredible', 'photos', 'californian', 'take', 'breath', 'away']",Batangas
15879,649322276064595968,2015-09-30,"['northern', 'dispensaries', 'offer', 'free', 'marijuana', 'victims']",California
15954,649276951140524032,2015-09-30,"['remember', 'decembers', 'rain', 'ca', 'causing', 'devastating', 'season']",California
15988,649257082089136128,2015-09-30,"['rampant', 'blamed', 'last', 'decembers', 'rain', 'nice', 'work']",California
16056,649224910686973952,2015-09-30,"['road', 'recovery', 'animals', 'affected', 'going', 'long', 'one', 'story', 'tk', 'valleyfire']",California
16321,648954988341760000,2015-09-29,"['force', 'thousands', 'start', 'scratch']",Texas
16462,648926325516824577,2015-09-29,"['northern', 'important', 'reminders', 'increase', 'prevention', 'measures']",California
16479,648916034812907520,2015-09-29,"['meet', 'prison', 'inmates', 'putting']",California
16679,648831872659689472,2015-09-29,"['give', 'rise', 'claims', 'must', 'reported', 'without', 'delay', 'californiawildfires', 'answers']",Tennessee
16774,648715100472279040,2015-09-29,"['efforts', 'fight', 'may', 'making', 'future', 'worse', 'effort', 'fight']",California
16810,648671330020249600,2015-09-29,"['staystrong', 'middletown', 'valleyfire', 'buttefire']",California
16943,648580046718902272,2015-09-28,"['uc', 'davis', 'veterinarians', 'treating', 'dozens', 'pets', 'badly', 'burned']",Region Hovedstaden
17076,648530686098321408,2015-09-28,"['left', 'disabled', 'peril']",California
17267,648341704089579521,2015-09-28,"['prisoners', 'fighting']",La Altagracia
17383,648235290415378432,2015-09-27,"['research', 'findings', 'local']",California
17541,648150425573703680,2015-09-27,"['sept', 'hundreds', 'evacuated', 'blaze', 'spreading']",Virginia
17686,647938585925152768,2015-09-27,"['also', 'got', 'help', 'care', 'cats', 'burnt', 'recent', 'ucdavis', 'cats', 'rough', 'shape']",Ontario
17696,647930152886734848,2015-09-27,"['containment', 'northern', 'coming', 'soon']",California
17741,647894944229761024,2015-09-26,"['good', 'people', 'northern', 'affected']",California
17861,647787663802544129,2015-09-26,"['valleyfire', 'buttefire', 'fully', 'contained', 'next', 'week']",California
18057,647517320143769600,2015-09-25,"['containment', 'northern', 'coming', 'soon', 'officials', 'say', 'two', 'northern']",California
18115,647478608869502976,2015-09-25,"['assistance', 'offered', 'lakecounty', 'victims', 'valleyfire', 'reliefaid']",California
18189,647437923361558528,2015-09-25,"['butte', 'valley', 'expected', 'next', 'week']",California
18471,647236460806979584,2015-09-25,"['rosa', 'lowinger', 'discussion', 'danger', 'telephone', 'history', 'museum', 'destroyed', 'recent', 'ca', 'jhuconservon']",California
18490,647226793863217152,2015-09-25,"['seen', 'rd', 'th', 'destructive', 'managing', 'requires', 'new', 'strategies']",California
18772,647114420359819264,2015-09-24,"['prisoners', 'fighting']",Washington
19031,647047113629659136,2015-09-24,"['prisoners', 'fighting']",England
19274,646942502143021056,2015-09-24,"['prisoners', 'fighting']",Arusha
19296,646928041269067776,2015-09-24,"['valleyfire', 'aid', 'volunteering', 'extends', 'animals']",California
19352,646897595839836164,2015-09-24,"['much', 'devastation', 'sheeple', 'tune', 'watch', 'voice', 'instead', 'wakeupamerica']",Minnesota
19501,646857561430319104,2015-09-24,"['fourth', 'body', 'found', 'valley', 'seven', 'dead', 'blazes']",North Carolina
19724,646836274410618881,2015-09-23,"['valleyfire', 'sixth', 'body', 'found', 'areas', 'scorched', 'massive']",California
20430,646760476244881409,2015-09-23,"['sixth', 'body', 'found', 'rubble', 'northern', 'another', 'body', 'found', 'burnedout', 'home']",North Carolina
20610,646747882054402049,2015-09-23,"['sixth', 'body', 'found', 'rubble', 'northern', 'another', 'body', 'found', 'burnedout', 'home']",Nevada
21490,646361252113977344,2015-09-22,"['first', 'building', 'schools', 'studying', 'polar', 'bearswhats', 'gonna', 'next', 'fight']",New York
21627,646323127949987840,2015-09-22,"['college', 'area', 'firefighters', 'fundraising', 'college', 'el', 'cajon', 'blvd', 'dont', 'jerk', 'help', 'support', 'affected']",California
21676,646298961028845568,2015-09-22,"['claims', 'news', 'media', 'awe', 'big', 'deal', 'normal', 'really', 'build', 'house', 'upon', 'hills', 'real', 'life', 'moon', 'god']",Texas
22192,646112422361632772,2015-09-22,"['dbenews', 'northerncalifornia', 'destroy', 'nearly', 'homes', 'middletown', 'usa', 'dbemg', 'news']",Ontario
23002,645989957929074688,2015-09-21,"['northern', 'destroy', 'nearly', 'homes']",California
23057,645986821294288896,2015-09-21,"['didnt', 'bad']",California
23131,645973149624872961,2015-09-21,"['northern', 'destroy', 'nearly', 'homes', 'officials', 'said', 'north', 'san']",Nevada
23151,645969096450818048,2015-09-21,"['deadly', 'destroy', 'nearly', 'homes']",Texas
23168,645965442649948160,2015-09-21,"['threaten', 'thousands', 'homes']",Texas
23350,645947889219334144,2015-09-21,"['prison', 'inmates', 'fighting', 'per', 'dayprisonreform', 'sweatshop']",Georgia
24040,645849192447873024,2015-09-21,"['homes', 'destroyed', 'two', 'biggest', 'makes', 'worst', 'ever', 'state', 'drought']",Victoria
25321,645678879282040832,2015-09-20,"['destroy', 'homes']",California
25475,645668643888607232,2015-09-20,"['sept', 'ltgtgt', 'officials', 'say', 'least', 'homes', 'burned', 'northern']",Virginia
25889,645651255566684160,2015-09-20,"['hey', 'climate', 'change', 'deniers', 'worse', 'ever']",Region Hovedstaden
26309,645640460887703553,2015-09-20,"['qampa', 'whats', 'making', 'wild']",Colorado
26790,645631724442025984,2015-09-20,"['middletown', 'calif', 'ap', 'officials', 'say', 'least', 'homes', 'burned', 'northern']",District of Columbia
27055,645623968100057088,2015-09-20,"['large', 'norcal', 'burn', 'homes', 'two', 'large', 'burning', 'days', 'northern']",California
27118,645618887208255488,2015-09-20,"['ca', 'worse', 'ever', 'ca', 'trees']",California
27412,645596281772056576,2015-09-20,"['jkl', 'museum', 'telephones', 'one', 'casualties']",New York
27419,645595481251430400,2015-09-20,"['wiped', 'one', 'thousand', 'homes']",New York
27457,645590896843563008,2015-09-20,"['tracking', 'inferno', 'hitting', 'states', 'hardest']",Noord-Holland
28178,645547249980731392,2015-09-20,"['destroy', 'homes', 'two', 'large', 'burning', 'days', 'northern']",Wisconsin
28618,645540546694385665,2015-09-20,"['hey', 'check', 'blaze', 'claims', 'homes']",Nebraska
29939,645455662512640000,2015-09-20,"['say', 'warned', 'northern']",Nevada
31209,645335740478582784,2015-09-19,"['owner', 'dog', 'reunited', 'aftermath', 'thumper', 'lab']",Massachusetts
31976,645239361680863232,2015-09-19,"['skonie', 'skoop']",Delaware
32040,645225538278199296,2015-09-19,"['race', 'droughtparched', 'forests', 'towns']",Nevada
32639,645098832007692288,2015-09-19,"['survivor', 'cat', 'emerges', 'symbol', 'hope', 'amid']",Massachusetts
33020,645031949149466626,2015-09-19,"['survivors', 'say', 'werent', 'warned', 'evacuate', 'two', 'men', 'died', 'rejecting', 'orders']",California
33270,644990853883105280,2015-09-18,"['say', 'werent', 'warned', 'two', 'men', 'died', 'rejecting', 'orders', 'evacuate', 'two']",Nevada
33281,644987860253216768,2015-09-18,"['death', 'toll', 'rises', 'android', 'app']",Texas
33690,644927994100756480,2015-09-18,"['photos', 'week', 'coup', 'burkina', 'faso', 'much']",Wyoming
33776,644922078081122304,2015-09-18,"['cara', 'one', 'great', 'red', 'cross', 'leaders', 'oregon', 'proud']",California
33990,644896687878635520,2015-09-18,"['mourning', 'dead', 'firefighters', 'continued', 'make', 'progress', 'two', 'deadly']",California
34203,644875800261492736,2015-09-18,"['major', 'northern', 'diminishing', 'rising', 'death', 'toll', 'death', 'toll', 'five']",Alberta
34693,644805239347015680,2015-09-18,"['en', 'la', 'vida', 'en', 'llamas']",Navarra - Nafarroa
35397,644717707879952384,2015-09-18,"['southernnewenglander', 'ctfire', 'help', 'fight', 'ca', 'necompact', 'ridem', 'video']",Rhode Island
36767,644608832774242304,2015-09-17,"['lighting', 'foul', 'play', 'causes', 'worst', 'lighting', 'foul', 'play', 'causes']",California
36951,644590731139653632,2015-09-17,"['death', 'toll', 'climbs', 'raging']",Texas
36960,644590211339583489,2015-09-17,"['second', 'person', 'leaving', 'eau', 'claire']",Wisconsin
37317,644560440282841088,2015-09-17,"['dislocated', 'need', 'temporary', 'housing', 'contact', 'iaemthinktank']",California
37627,644540458027216896,2015-09-17,"['search', 'crews', 'look', 'people', 'missing', 'crews', 'recovered', 'two', 'bodies', 'homes', 'decimated']",Nevada
37759,644532291578925056,2015-09-17,"['latest', 'least', 'reported', 'missing', 'latest', 'raging', 'droughtstricken']",North Carolina
37852,644525247681572866,2015-09-17,"['mourning', 'looting', 'arrests', 'deadly', 'firefighters', 'northern', 'trying']",California
38190,644462185540919296,2015-09-17,"['three', 'killed', 'week']",New York
38390,644435260743118849,2015-09-17,"['search', 'crews', 'look', 'people', 'missing', 'crews', 'recovered', 'two', 'bodies', 'homes', 'decimated']",North Carolina
38708,644373232745738240,2015-09-17,"['want', 'better', 'understand', 'extent', 'three', 'major', 'ca', 'excellent', 'map']",Colorado
39473,644303482070134784,2015-09-17,"['definitely', 'good', 'time', 'make', 'drought', 'joke', 'midst', 'terrible', 'lifealtering', 'gopdebate']",New Jersey
39594,644293590592569344,2015-09-16,"['wow', 'tragic', 'story', 'protecting', 'homes', 'elsewhere', 'calif', 'firefighters', 'find', 'burned']",California
39731,644277428756480002,2015-09-16,"['smokey', 'bear', 'happy']",California
40134,644230915204321280,2015-09-16,"['computer', 'models', 'failing', 'accurately', 'predict', 'path', 'flames', 'raged']",California
40301,644214452963774464,2015-09-16,"['top', 'link', 'trying', 'take', 'control']",Nevada
40428,644202222662762496,2015-09-16,"['latest', 'crews', 'gain', 'ground', 'latest', 'raging', 'droughtstricken']",North Carolina
40620,644186338128871424,2015-09-16,"['rages', 'volunteers', 'search', 'wounded', 'sick', 'animals']",California
40722,644176216736399360,2015-09-16,"['little', 'boy', 'praying', 'firefighters', 'battling', 'goes', 'viral', 'yearold', 'boy', 'named', 'brody', 'watched']",Ohio
40858,644164411901497344,2015-09-16,"['middletown', 'rebuild', 'valleyfire', 'nearby', 'town', 'offers', 'clues']",Massachusetts
40913,644161451444191232,2015-09-16,"['frantic', 'evacuation', 'ca', 'left', 'animals', 'face', 'alone', 'anguished', 'owners', 'volunteers', 'try', 'rescue']",Colorado
41134,644138989788663808,2015-09-16,"['destroy', 'six', 'hundred', 'north', 'homes']",California
41537,644112838450118656,2015-09-16,"['scientists', 'measured', 'sierra', 'snowpack', 'percent', 'normalthat', 'misprintthe', 'lowest', 'ever', 'recorded']",New Jersey
42442,644001395113242624,2015-09-16,"['e', 'j', 'gallo', 'winery', 'contributes', 'aid', 'northern', 'business', 'wir']",California
42716,643981445476806656,2015-09-16,[],New South Wales
43022,643955767658311680,2015-09-16,"['tie', 'bring', 'close', 'home', 'worldgeochat']",Maine
43732,643923510562152448,2015-09-15,"['computer', 'models', 'failing', 'accurately', 'predict', 'path', 'flames', 'raged', 'summer']",North Carolina
43796,643918883141849089,2015-09-15,"['prayers', 'path']",Tennessee
43838,643916596260569088,2015-09-15,"['sweeping', 'across', 'northern', 'destroyed', 'hundreds', 'homes', 'forced', 'thousands', 'people']",Zulia
43911,643913147376467968,2015-09-15,"['everyone', 'wants', 'weather', 'start']",California
44721,643879859727368193,2015-09-15,"['stunning', 'photos', 'reveal', 'devastation', 'battling', 'record', 'drought', 'conditions']",Ontario
45451,643853289776390144,2015-09-15,"['least', 'homes', 'destroyed', 'northern', 'valley']",المنطقة الشرقية
45874,643844011300679680,2015-09-15,"['got', 'better', 'way', 'say', 'name', 'program', 'especially', 'going']",Virginia
45925,643843437314338816,2015-09-15,"['live', 'might', 'time', 'seek', 'asylum', 'stateswildfires', 'drought']",Nairobi
46840,643821367670927360,2015-09-15,"['leaving', 'scorched', 'earth', 'towns', 'stood']",Colorado
46975,643818233531899904,2015-09-15,"['biggest', 'water', 'story', 'californiadrought', 'taking', 'turn', 'worse', 'spread']",Wisconsin
47056,643817828668149760,2015-09-15,"['latest', 'northern', 'grows', 'overnight', 'latest', 'raging', 'droughtstricken']",North Carolina
47125,643815841713164288,2015-09-15,"['cables', 'tangled', 'every', 'direction', 'gifford', 'springs', 'rd', 'valleyfire']",California
47361,643810171534229510,2015-09-15,"['news', 'isnt', 'pervasive', 'didnt', 'realize', 'bad', 'got', 'norcal', 'yesterday']",California
47562,643807667882819584,2015-09-15,"['make', 'damn', 'mind', 'rain']",California
47657,643805278375317504,2015-09-15,"['much', 'devastation', 'sosad', 'rage', 'pictures']",California
47676,643803832754028544,2015-09-15,"['firefighters', 'heroes', 'sequoias', 'historic', 'stump', 'path']",North Carolina
47690,643803242917289984,2015-09-15,"['firefighters', 'hope', 'cooler', 'temps', 'help', 'fight', 'valleyfire', 'degrees']",California
47708,643802675901894656,2015-09-15,"['wrote', 'grocery', 'store', 'counter', 'scaryvalleyfire', 'family', 'recounts', 'harrowing', 'hours', 'rescued']",California
47780,643797232366391296,2015-09-15,"['snapshot', 'explosive']",California
47793,643796731683958784,2015-09-15,"['ces', 'photos', 'de', 'fin', 'du', 'monde']",กรุงเทพมหานคร
47883,643791647877132289,2015-09-15,"['morning', 'view', 'middletown', 'valleyfire']",California
49003,643751756938113024,2015-09-15,"['massive', 'northern', 'burn', 'hundreds', 'homes', 'threaten', 'thousands', 'painful', 'sight']",California
49137,643745330421452800,2015-09-15,"['morning', 'brief', 'september', 'th', 'communities', 'northern', 'scorched']",New York
49187,643743027811479552,2015-09-15,"['im', 'good', 'leaving', 'ohio', 'feel', 'bad', 'residents', 'wild', 'feelingblessed', 'ohio']",Ohio
49342,643731474353627136,2015-09-15,"['im', 'really', 'sad', 'people', 'whove', 'lost', 'homes', 'like', 'one', 'concerned', 'wine']",Pennsylvania
49415,643726971789176832,2015-09-15,"['burn', 'nearly', 'homes', 'painful', 'sight', 'even', 'veteran', 'firefighterbob', 'cummensky']",Wisconsin
49988,643714418606522368,2015-09-15,"['photos', 'apocalyptic']",Michigan
49995,643714029777608704,2015-09-15,"['burn', 'hundreds', 'homes', 'napa', 'county', 'fairgrounds', 'usually', 'place', 'go', 'fun']",Texas
50172,643704008335577088,2015-09-15,"['excelente', 'info', 'en', 'major']",Navarra - Nafarroa
50964,643651975058354176,2015-09-15,"['big', 'blazes', 'spark', 'spread', 'species', 'escape', 'perish', 'even', 'thrive']",Ontario
51647,643627039304450048,2015-09-15,"['nyt', 'begins', 'valleyfire', 'stories', 'amid', 'escapes', 'choices']",California
52002,643618365035012097,2015-09-15,"['absolutely', 'devastating', 'firemen', 'former', 'fighting', 'future', 'thank', 'much']",California
52396,643610265628471296,2015-09-15,"['gone', 'absolutely', 'gone', 'refrain']",California
52404,643609982735290368,2015-09-15,"['gone', 'absolutely', 'gone', 'refrain']",California
52888,643595354185691136,2015-09-15,"['sacramento', 'valley', 'ares', 'made', 'arrl', 'news', 'today']",California
53051,643591015409020928,2015-09-15,"['burn', 'hundreds', 'homes', 'national', 'news', 'wyff', 'home']",North Carolina
53197,643587676289937408,2015-09-15,"['thing', 'typical', 'deployment', 'says', 'colorado', 'firefighter', 'still', 'raging', 'across']",Colorado
53334,643582514175414272,2015-09-15,"['prisoners', 'fight', 'insiders', 'look']",California
53694,643571331624099840,2015-09-14,"['mandatory', 'evacuations', 'hundreds', 'homes', 'go', 'flames', 'watch', 'videomiddletown']",Wisconsin
