Id,Date,Text,State
583035846082723841,2015-03-31,"Gang shooting/killings, officer killed, firefighter severely injured, and now murder/suicide &amp; wildfires. California can't catch a break!",
583035074892984321,2015-03-31,California wildfires hit winds of change http://t.co/r7ZWo0CKHi,
