Id,Date,Text,State
880478547923451904,2017-06-29,Here's the latest on Southern California's four largest wildfires https://t.co/LCcZcP2jm8,
880478256608292864,2017-06-29,West On Fire: Dozens of Large Fires Torching Thousands of Acres @weatherchannel https://t.co/F9CXpJc0G5,
880475670618423296,2017-06-29,"RT @wunderground: West On #Fire: Dozens of Large Fires Cause Damage, Prompt Evacuations https://t.co/r2sqFc2oYS https://t.co/MqKRFQ5bhD",
880474312838393856,2017-06-29,"Wildfires in Arizona, California, Utah force hundreds from their homes https://t.co/YiujiQgWnK",
880473975540797440,2017-06-29,Map: See Where Wildfires Are Burning in California https://t.co/dCgUovLCfD,
880473546966925316,2017-06-29,"Wildfires in Arizona, California, Utah force hundreds from their homes https://t.co/xMdzCZueeh via Yahoo!",
880472253347098626,2017-06-29,"#KIOTIShoutOut to all of the firefighters battling the wildfires in Arizona, California and Utah! https://t.co/h893fr4T9v https://t.co/JxNfXYyvO7",
880465307927793666,2017-06-29,"Wildfires in Arizona, California, Utah force hundreds from their homes https://t.co/aOcRebRqsg",
880463541844664320,2017-06-29,"RT @yahoophoto: PHOTOS: Wildfires in Arizona, California, Utah force hundreds from their homes ~ https://t.co/iGMHIsHZkb #firefighters #bla…",
880463248939778051,2017-06-29,"RT @wunderground: West On #Fire: Dozens of Large Fires Cause Damage, Prompt Evacuations https://t.co/r2sqFc2oYS https://t.co/MqKRFQ5bhD",
880461197048516608,2017-06-29,"RT @yahoophoto: PHOTOS: Wildfires in Arizona, California, Utah force hundreds from their homes ~ https://t.co/iGMHIsHZkb #firefighters #bla…",
880460897956876288,2017-06-29,"RT @yahoophoto: PHOTOS: Wildfires in Arizona, California, Utah force hundreds from their homes ~ https://t.co/iGMHIsHZkb #firefighters #bla…",
880460682726191110,2017-06-29,"RT @firenation: Crews Battle Intense Wildfires in Utah, California, https://t.co/hrM8L1DEEC https://t.co/ATFQcLN1cH",
880459091415453696,2017-06-29,"RT @awalkerinLA: Waking up to that familiar smokey scent? Remember, this could be LA’s worst wildfire season in years https://t.co/yJlkiG8S…",
880459056254566400,2017-06-29,It wouldn't be summer in California without waking up to the smell of smoke from nearby wildfires 🔥,
880457843631108096,2017-06-29,"Wildfires in Arizona, California, Utah force hundreds from their homes https://t.co/NTG2Zn7BAi",
880456885463330816,2017-06-29,"""The Latest: Weather Aids Firefighters in California"" by THE ASSOCIATED PRESS via NYT https://t.co/vcQabmD3ci",
880456791238356992,2017-06-29,"""The Latest: Weather Aids Firefighters in California"" by THE ASSOCIATED PRESS via NYT https://t.co/17Es3yALmu",
880456123962097664,2017-06-29,The wildfires in California are so bad that my house started smelling of smoke and I had to go check to see if my own house wasn't on fire,
880455880478556160,2017-06-29,"West On #Fire: Dozens of Large Fires Cause Damage, Prompt Evacuations https://t.co/r2sqFc2oYS https://t.co/MqKRFQ5bhD",
880455047578079232,2017-06-29,Wildfire threatening homes in Southern California - Videos - CBS News CBS News Logo https://t.co/v2RUJUfQHU #Heatwave #Wildfires https://t.co/9kdNGFldBj,
880454094321704960,2017-06-29,Here's the latest on Southern California's four largest wildfires https://t.co/bVmADaDmdi,
880453864847233024,2017-06-29,"RT @firenation: Crews Battle Intense Wildfires in Utah, California, https://t.co/hrM8L1DEEC https://t.co/ATFQcLN1cH",
880452897053356032,2017-06-29,"'All the rain and snow we got this winter...also caused unprecedented plant growth'

Unprecedented?

 https://t.co/XwaafTrz1L",
880451731968184321,2017-06-29,"Manzanita fire, 43% contained; Mart fire, 15% contained; Hill fire, 65% contained; Placerita fire, 95% contained. https://t.co/v0Eoz5uvuu",
