object_id,year,agency,fire_name,alarm_date,cont_date,cause,gis_acres,shape_area,shape_length,geometry,fire_season
38271,2008,USF,MONKEY ROCK,2008-06-21,2008-07-14,1.0,1885.69140625,12848861.529317,17627.028621139,"POLYGON ((-122.9601376125508 39.549627154730864, -122.98341234531804 39.558244219617855, -122.98325843157055 39.53439382890206, -122.94516426073143 39.527065685119936, -122.9601376125508 39.549627154730864))",True
38272,2008,USF,BACK,2008-06-21,2008-06-29,1.0,1566.21960449,10619811.8423592,15487.2813105242,"POLYGON ((-122.992196362322 39.36681462571572, -122.97411041631511 39.35713954035245, -122.95814680933725 39.379726495656136, -122.98636676954021 39.38069090516655, -122.992196362322 39.36681462571572))",True
38273,2008,CDF,BIG,2008-06-21,2008-07-05,1.0,2192.96020508,14889168.7711799,24624.307972813,"POLYGON ((-123.08407234313289 39.429817804334576, -123.10615731839177 39.42261993321083, -123.09731784928364 39.40643456575582, -123.08307884146295 39.414792575155715, -123.05672194134517 39.399827772664516, -123.06271128782214 39.42904443514363, -123.08407234313289 39.429817804334576))",True
38274,2008,USF,MILL,2008-06-21,2008-07-26,1.0,3041.9543457,20688261.8405758,30060.725429415703,"MULTIPOLYGON (((-123.09180832893253 39.49188747343731, -123.11536526025976 39.47107194583787, -123.06855606572549 39.45953745707518, -123.07185118679895 39.48877466271972, -123.09180832893253 39.49188747343731)), ((-123.04729887991608 39.480423674876796, -123.060855772687 39.479141396407265, -123.06597771401047 39.47552948354732, -123.04908622010767 39.46957848347437, -123.04729887991608 39.480423674876796)))",True
38276,2008,USF,SLIDE,2008-06-21,2008-07-08,1.0,1182.06738281,8321071.57990406,13115.063965633799,"POLYGON ((-123.49935291323402 40.65013002928806, -123.50760255481482 40.67159670143369, -123.53100060560932 40.658245139545315, -123.52425844936471 40.6487258137145, -123.49935291323402 40.65013002928806))",True
38279,2008,USF,SLIDES,2008-06-21,2008-06-27,1.0,1640.77868652,11349606.2981566,19939.7993973509,"POLYGON ((-122.84389890711125 40.06948913497861, -122.87525356724424 40.07255197760702, -122.87931007250475 40.059683646005794, -122.84014868154856 40.05671188442186, -122.83188004958265 40.069803360828814, -122.84389890711125 40.06948913497861))",True
38280,2008,USF,INDIANS,2008-06-08,2008-07-10,4.0,76459.78125,475593125.754496,130433.756632244,"POLYGON ((-121.31252897193454 36.068238684723255, -121.30413121882466 36.05195586020118, -121.27456064159203 36.09294994386651, -121.2488895836341 36.08516923773315, -121.27261690021791 36.097157212501514, -121.26501090423312 36.12592326794514, -121.34448079523749 36.22192388869548, -121.35237390536346 36.258543945254715, -121.40557130734402 36.25876535714209, -121.48383604191937 36.223795528788216, -121.49216162617597 36.209703192182836, -121.47444896879719 36.16135583835469, -121.49709532193837 36.136058154782525, -121.47337631566928 36.1160317515644, -121.48222836658127 36.100515440913114, -121.46606389989913 36.075527740644866, -121.43989792322027 36.07545191498501, -121.43642319119226 36.10104553372784, -121.31252897193454 36.068238684723255))",True
38281,2008,USF,BASIN COMPLEX,2008-06-21,2008-07-27,1.0,163606.6875,1020285142.07726,211945.52242840402,"POLYGON ((-121.67806129255544 36.380624976006764, -121.7880672188558 36.376469965757586, -121.81472848705646 36.35386492598898, -121.87626164132429 36.351062230424624, -121.83867282223986 36.322601348319175, -121.83624033716406 36.28093000215204, -121.79415152534314 36.263826690780405, -121.75075603848295 36.21486528280276, -121.62590914329002 36.13165821194874, -121.60688454674444 36.07660085085595, -121.58553024945958 36.13783542314256, -121.49627742563511 36.106885722392434, -121.46881650321967 36.07632760088243, -121.48222836658127 36.100515440913114, -121.47337631566928 36.1160317515644, -121.49709532193837 36.136058154782525, -121.47444896879719 36.16135583835469, -121.49216162617597 36.209703192182836, -121.48275035244005 36.22422438495637, -121.49944094531608 36.225857480125626, -121.47614557106021 36.23852584860817, -121.48857613905994 36.260017258917834, -121.47362842066723 36.27765833680394, -121.54532202924491 36.349138771292665, -121.58200775490621 36.342923780402735, -121.57851667533667 36.3206277886124, -121.65169471668372 36.38097936807312, -121.67806129255544 36.380624976006764), (-121.69868064576698 36.2315223420916, -121.69564827562593 36.231355843288156, -121.69556772099948 36.22957451810037, -121.69869101232538 36.22951827078581, -121.69868064576698 36.2315223420916))",True
38282,2008,USF,IRON,2008-06-21,2008-08-23,1.0,30660.01757813,212550693.289923,129432.629525612,"MULTIPOLYGON (((-123.01731823163772 40.201340993088756, -123.03366761562278 40.18184914997684, -123.01959729883603 40.1563529977661, -122.9499517296302 40.12891240307362, -122.97096854423587 40.12762183886759, -122.96763629309676 40.08806740515314, -122.95870957870996 40.08229590003622, -122.94939695436524 40.10846644515766, -122.9295185666343 40.07675333126133, -122.86617843949435 40.0957545174451, -122.8331379550851 40.12328400902322, -122.82909158551595 40.12224951408646, -122.8368840717537 40.11155418746187, -122.83313550807429 40.107179202314185, -122.81616797357928 40.11637320623533, -122.81261573311195 40.10084229060118, -122.82657327270297 40.09943703326838, -122.80837773312975 40.10111029838241, -122.82308202335184 40.13454569219615, -122.84889135359155 40.15896711240768, -122.93231778173832 40.18555385789847, -122.9754704656553 40.180255933193536, -123.01731823163772 40.201340993088756)), ((-123.00537130580717 40.201857776491785, -123.00666210492041 40.20182105651546, -123.00666202676697 40.2010512435925, -123.00522781341529 40.20094134576355, -123.00537130580717 40.201857776491785)), ((-122.88527704643954 40.210203834068274, -122.88602945286367 40.21042466834249, -122.88741420677246 40.2100327690598, -122.88491390697753 40.20991490178239, -122.88527704643954 40.210203834068274)))",True
38285,2008,USF,MINERS,2008-06-21,2008-10-31,1.0,24876.33984375,174999340.820951,94874.2536334139,"MULTIPOLYGON (((-123.25114505131243 40.6872632396298, -123.264565841233 40.67174753702187, -123.30804364341758 40.685254764137134, -123.35620239496953 40.6687235924877, -123.34925921462893 40.619920205520735, -123.30613390956519 40.63670407711877, -123.28042127218605 40.59708734640651, -123.25239452971921 40.5955954719318, -123.25650350916874 40.580401225341795, -123.21312711779656 40.57955563719215, -123.18891401476498 40.61866744126672, -123.20393644244662 40.65516525915438, -123.22216251665469 40.6526577922967, -123.25114505131243 40.6872632396298)), ((-123.3224507475875 40.62231295252767, -123.32298905134341 40.62253999646413, -123.32159781788647 40.621817329288554, -123.3218465398291 40.622338520739866, -123.3224507475875 40.62231295252767)), ((-123.31120514458412 40.625207892576036, -123.31025248481858 40.62827434595422, -123.31282870213646 40.63060330345914, -123.31526337191501 40.623124231718045, -123.31120514458412 40.625207892576036)), ((-123.29250263718704 40.6839114890703, -123.29251049385253 40.68390907146266, -123.29268688794002 40.68385483773509, -123.29246349309855 40.68382856964115, -123.29250263718704 40.6839114890703)))",True
38286,2008,USF,EAGLE,2008-06-21,2008-10-04,1.0,32023.89453125,225797691.050308,127673.429110583,"MULTIPOLYGON (((-123.08936570187718 40.783392513333034, -123.12810380487485 40.77771697829474, -123.18656192441556 40.73417572500149, -123.21816878836117 40.7405050345704, -123.23539796077594 40.713828672572944, -123.25494697222481 40.73096632725441, -123.28834969867908 40.70943934887447, -123.23798340019852 40.684530103557805, -123.22607872483076 40.65675659536315, -123.19739433921916 40.65102623787918, -123.17315647322846 40.66631438587414, -123.1796856604788 40.6703529030844, -123.19362307780746 40.6669342893033, -123.19936377600364 40.66831919599351, -123.15545557300013 40.695034540218764, -123.13000559762015 40.67887561152408, -123.08913408116263 40.68614714461687, -123.05075970243024 40.72003787932152, -123.07953659385483 40.746100360799424, -123.13017085439478 40.74674415576249, -123.08509672259409 40.77037430398942, -123.08936570187718 40.783392513333034), (-123.23928016682017 40.68551992465819, -123.23927509852534 40.68552380200114, -123.23927381303615 40.68551512157545, -123.23928016682017 40.68551992465819)), ((-123.09046060537638 40.75644679456505, -123.09015017636028 40.75740764471223, -123.0915772678684 40.75721939482551, -123.09123175874214 40.75650856249664, -123.09046060537638 40.75644679456505)), ((-123.09776185598587 40.75684006477159, -123.09777954201718 40.75771331998813, -123.09891163666745 40.75774978955091, -123.09894348733417 40.757101032398865, -123.09776185598587 40.75684006477159)), ((-123.09779764935834 40.7598275988916, -123.09787840880072 40.76027745928828, -123.09875298161187 40.760002767614964, -123.0981350116633 40.75976847820357, -123.09779764935834 40.7598275988916)), ((-123.09071130540924 40.75983872530845, -123.0915819391079 40.7606251940045, -123.09190712924072 40.759617063490396, -123.09051748041198 40.75961816715393, -123.09071130540924 40.75983872530845)), ((-123.09576909264837 40.760905395873415, -123.09664446945172 40.76117862295971, -123.0972620926506 40.761178105161726, -123.09690108219577 40.76066964401237, -123.09576909264837 40.760905395873415)))",True
38287,2008,USF,GROUSE,2008-06-21,2008-07-05,1.0,6323.49755859,43820904.0173228,64335.0102104744,"MULTIPOLYGON (((-123.02314591010963 40.16287447952723, -123.03507724118683 40.16954745103728, -123.03055810894489 40.14817730389396, -123.06351575700683 40.13137808063772, -123.06463766206687 40.10045673832487, -123.0376091293404 40.09822122564906, -123.0226596313851 40.1166913107342, -123.00834965216538 40.10101950104656, -122.9884066459211 40.11095643626744, -123.01945889719684 40.13109786702147, -122.99990988305302 40.13460487918246, -123.02314591010963 40.16287447952723)), ((-123.02238493016445 40.157584998694354, -123.02232164564931 40.158764910956556, -123.02336668007383 40.15889618749559, -123.02359021505252 40.158438455813574, -123.02238493016445 40.157584998694354)))",True
38288,2008,USF,VINEGAR,2008-06-22,2008-06-25,1.0,14544.00390625,100639614.040642,125110.534700427,"MULTIPOLYGON (((-122.99168669685737 40.14486749356065, -123.01087848514867 40.12803836967026, -122.97437467641721 40.10076063658582, -122.9930290718443 40.07400268641322, -122.95191162630638 40.06572580118804, -122.94468375727585 40.03785321425536, -122.92263447028661 40.046883216538454, -122.90333435685014 40.02924442405278, -122.8406120676064 40.05084048241423, -122.87931007250475 40.059683646005794, -122.87525356724424 40.07255197760702, -122.83480812891251 40.078022057516144, -122.86316435995079 40.0815342442181, -122.85523453298423 40.10853364735556, -122.95295765696257 40.077864462299154, -122.96763629309676 40.08806740515314, -122.97612716017913 40.13895316338101, -122.99168669685737 40.14486749356065), (-122.8988576080216 40.051241427119884, -122.89697063658019 40.05565761566731, -122.8918689657411 40.05396011599438, -122.89278579350659 40.051731399447284, -122.8988576080216 40.051241427119884), (-122.86504933443734 40.09355131182817, -122.8647493240819 40.09458076499077, -122.86405510692863 40.094045979939416, -122.86440418416322 40.093321710516804, -122.86504933443734 40.09355131182817)), ((-122.8340872201172 40.0398497109809, -122.83462172489777 40.04044548904586, -122.8352177525972 40.040217489927905, -122.83474279084862 40.0396218020293, -122.8340872201172 40.0398497109809)), ((-122.95383651114439 40.06194935671427, -122.95448527174761 40.061730627941095, -122.95484906877644 40.061458932576855, -122.95326611776989 40.06099380961576, -122.95383651114439 40.06194935671427)))",True
38289,2008,USF,YELLOW,2008-06-21,2008-11-20,1.0,31932.86914063,220872594.948435,163674.17127976601,"MULTIPOLYGON (((-123.12576571027752 40.12519012276433, -123.16483443282566 40.08312289414537, -123.1324740269854 40.070868218558964, -123.11492036781867 40.03775747553524, -123.12807261357158 40.02217986013163, -123.03169832795862 40.034771045270965, -123.0139972920847 40.005654436290506, -122.97955573676781 40.0050411305485, -122.97405634581987 40.02532981364867, -122.94469883998947 40.03789389158185, -122.95272159048568 40.05958254137344, -122.99372608814798 40.06039547541026, -123.01168392810712 40.07449937593179, -122.98433602633085 40.082258717424125, -122.98734885092797 40.09635725438222, -123.03651566134901 40.10578505887816, -123.03750511071868 40.093114089537316, -123.02635360624132 40.09314139032831, -123.02333829959909 40.08581742090167, -123.06202952311536 40.09308494632427, -123.05680906535132 40.08169582224023, -123.07044961912301 40.08787619579494, -123.06643010918081 40.105872903649654, -123.12576571027752 40.12519012276433), (-123.00157856028713 40.02090769863876, -123.00465006373692 40.02251972079708, -122.99454976061851 40.0213616946918, -122.99886156438781 40.02081687966575, -123.00157856028713 40.02090769863876)), ((-123.17155720073151 40.07696426716634, -123.17188988281383 40.07714364589367, -123.17260024269275 40.07669973383895, -123.17107079534452 40.07695954697462, -123.17155720073151 40.07696426716634)), ((-123.05372200577577 40.093712257963055, -123.05552303000404 40.09466492918446, -123.0565163672823 40.09475980249844, -123.05490078946463 40.0928535333212, -123.05372200577577 40.093712257963055)))",True
38297,2008,USF,BLUE 2,2008-06-21,2008-10-03,1.0,17552.39453125,126879091.191867,92843.051785602,"POLYGON ((-123.72374394414871 41.58852036122121, -123.7267547457398 41.56816037311948, -123.76659953184502 41.55704994994963, -123.79510466223495 41.57771874647824, -123.83871761236078 41.57814599316199, -123.82257256186519 41.556176875677835, -123.82805281151109 41.4803539595328, -123.8135980660884 41.47114770453012, -123.75208116234403 41.5085099816675, -123.69875366814067 41.58335963858725, -123.72374394414871 41.58852036122121))",True
38299,2008,USF,SOUTH-FREY,2008-06-21,2008-08-31,1.0,12401.953125,84821958.9776425,67799.96998381821,"MULTIPOLYGON (((-121.21836212455409 39.66904750669864, -121.22838025428189 39.68107223604787, -121.20762480810137 39.687961818587205, -121.19351035349148 39.70959076982798, -121.23029282321731 39.704528152476975, -121.2554106986233 39.7219518828312, -121.30092470397756 39.656305087110404, -121.27090192291571 39.623829277024875, -121.25475943082206 39.65057644910389, -121.2025940412877 39.6440626596388, -121.21836212455409 39.66904750669864)), ((-121.20445193246674 39.70025546634881, -121.20449081155225 39.70053286940744, -121.20471688516989 39.70050077893204, -121.2047378680183 39.700283613867555, -121.20445193246674 39.70025546634881)))",True
38300,2008,USF,SCOTCH,2008-06-21,2008-08-31,1.0,13008.35449219,89164536.7598528,71495.646485055,"MULTIPOLYGON (((-121.1842106657852 39.801339702312035, -121.23384300474605 39.74369576970231, -121.2808747757566 39.72437146296138, -121.27209483440907 39.71080273853391, -121.255354422764 39.72195103711637, -121.22943453416732 39.70448647390054, -121.16737010725731 39.73467509499008, -121.16041010416639 39.7583449096575, -121.17424455300392 39.76273914340356, -121.17450081091346 39.772771371119816, -121.14056297151913 39.80331982811914, -121.1842106657852 39.801339702312035)), ((-121.13952758589907 39.80475566068482, -121.13957098081548 39.80413775755161, -121.13802496044858 39.80396861048251, -121.1378930428491 39.804894391911354, -121.13952758589907 39.80475566068482)))",True
38301,2008,USF,HAYPRESS,2008-06-21,2008-10-03,1.0,13664.68261719,98571551.8538433,76506.79776085241,"POLYGON ((-123.39051055316162 41.42809933735982, -123.3100806245283 41.450851709924066, -123.2897857993912 41.46462583536335, -123.32753989321657 41.48059004028021, -123.32039021714161 41.49706139233944, -123.3376833558928 41.513050160570444, -123.3715596696733 41.49596238698275, -123.39989349672844 41.501148633663966, -123.41148894682259 41.477340266674865, -123.39762919334181 41.48026139202007, -123.39326431710552 41.465053219479934, -123.41799885263366 41.437226592504004, -123.39051055316162 41.42809933735982))",True
38302,2008,USF,JAKE,2008-06-21,2008-10-03,1.0,38416.58203125,276094535.122114,131763.500332295,"POLYGON ((-123.23468485654382 41.407298520748874, -123.28494649770056 41.365512855783685, -123.2918854451795 41.37896917989371, -123.31131392787007 41.372107373720304, -123.31771672395655 41.37512516409464, -123.30212279168441 41.382274163198964, -123.31289133627133 41.39364619114096, -123.36679439365365 41.39874319077454, -123.42325960792301 41.37771189883723, -123.40088601474312 41.34665951321085, -123.40789632079503 41.33656657451668, -123.36888836837755 41.33432918439491, -123.38147969438893 41.32074030767305, -123.35936590027742 41.299490217452416, -123.3658744595139 41.28718034968856, -123.32323290531549 41.25836120909107, -123.30094310698534 41.275523187124335, -123.31563115387044 41.289253908879914, -123.2760312673763 41.302155871733255, -123.23038818938704 41.36007523758246, -123.19854902829547 41.35917216037778, -123.17355381245167 41.38208829787554, -123.23468485654382 41.407298520748874))",True
38303,2008,USF,MERRILL,2008-06-21,2008-10-03,1.0,8339.33300781,60044243.2406902,48245.1724496947,"POLYGON ((-123.43490589906898 41.44236465590684, -123.47541051302176 41.41438992309777, -123.46400968473053 41.398986821869, -123.47505223164879 41.3825651902273, -123.42444888303608 41.3754938406106, -123.38619159880265 41.41712356150771, -123.43490589906898 41.44236465590684))",True
38304,2008,USF,MILL,2008-06-20,2008-10-03,1.0,65882.0390625,476319135.003746,179116.42424033603,"MULTIPOLYGON (((-123.71259263819904 41.67873580133435, -123.72887273871947 41.67387799035246, -123.72354521434998 41.64866344700476, -123.69292515423552 41.61020451480456, -123.710803544496 41.60379038406086, -123.6912258121109 41.59192881081224, -123.75208116234403 41.5085099816675, -123.81699030133228 41.46852002061039, -123.71182294998549 41.477745616123265, -123.71611594662602 41.487796958486705, -123.71111507035508 41.49699754420958, -123.6934092365792 41.46802637487852, -123.65570935069137 41.49229427328142, -123.61089871991638 41.462046367088334, -123.53963086427432 41.49515025824729, -123.52502685119076 41.54936800195582, -123.53624718997509 41.57524453750923, -123.56874510183421 41.572972983754305, -123.61639268324338 41.61723633093722, -123.67986394914342 41.633606770622315, -123.68536830777492 41.66015601677626, -123.71259263819904 41.67873580133435)), ((-123.68116197789807 41.63823980289481, -123.68134394064201 41.6384188302561, -123.68153098515552 41.638650848611206, -123.68134153495367 41.63825878090361, -123.68116197789807 41.63823980289481)))",True
38305,2008,USF,HALF,2008-06-20,2008-08-25,1.0,15130.14648438,106835152.84985,66516.49159557221,"POLYGON ((-123.56646366128692 40.7943565172478, -123.606016085293 40.805467423934154, -123.62030633661078 40.76986084202228, -123.56511089908031 40.719365613699196, -123.52168471229531 40.708359692976465, -123.53393924014377 40.72851581754684, -123.50859481501305 40.737359661629135, -123.51392740138917 40.755694764221104, -123.50072184062414 40.76086404874306, -123.51907624995032 40.79262192018105, -123.56146281555867 40.78261863995186, -123.56646366128692 40.7943565172478))",True
38308,2008,USF,BONANZA,2008-06-21,2008-07-05,1.0,1370.58959961,9523942.59585354,13912.3134640058,"POLYGON ((-123.23245920586724 40.21252778746012, -123.21000715832203 40.209966962467824, -123.19674525162915 40.22649107474444, -123.21933118677926 40.23075699199962, -123.23245920586724 40.21252778746012))",True
38323,2008,USF,RICH,2008-07-29,2008-09-02,6.0,6110.65136719,42239268.5879277,55886.3513084974,"POLYGON ((-121.15909643484434 40.01373147354243, -121.13338683377086 40.00276242846646, -121.11303909516859 40.018743801370306, -121.15700330902837 40.023916764807645, -121.13451745248913 40.034567409039454, -121.12291619029507 40.024741141613276, -121.10648209967032 40.07125646957013, -121.15860985428586 40.063786899838576, -121.15909643484434 40.01373147354243))",True
38329,2008,USF,FOX,2008-06-22,2008-08-31,1.0,1869.61157227,12819274.9712851,20789.394839244498,"POLYGON ((-121.31713859057673 39.77141923878163, -121.34937655604374 39.771939531186, -121.36432033442564 39.76391285928931, -121.33109486264489 39.74610502533072, -121.31713859057673 39.77141923878163))",True
38330,2008,USF,COLD,2008-06-21,2008-08-31,1.0,5599.29833984,38475270.2340634,44308.126172582604,"POLYGON ((-120.82600260881473 39.854627845576275, -120.84602526957359 39.83756302412757, -120.7928403963963 39.80646122645639, -120.77873651405896 39.82790621226649, -120.7919278778492 39.848962180740784, -120.76463472838948 39.85231493531293, -120.82600260881473 39.854627845576275))",True
38331,2008,USF,LITTLE,2008-06-22,2008-08-31,1.0,1398.57885742,9590701.82614171,19513.833536779002,"POLYGON ((-121.26294004316148 39.77275901373059, -121.25718134093036 39.74889549440573, -121.2319836331434 39.76045404558753, -121.2369949208885 39.77799254032183, -121.26294004316148 39.77275901373059))",True
38341,2008,USF,PIUTE,2008-06-28,2008-07-30,9.0,37346.24609375,228507924.911312,138836.664004672,"POLYGON ((-118.31460558024611 35.57416917082031, -118.3546672178643 35.55841801885673, -118.33118598217615 35.538782368522476, -118.37409260855362 35.53097111272958, -118.36803564768188 35.514683051237476, -118.40949052020343 35.52471901229696, -118.39426963131932 35.483513676712136, -118.40098290133767 35.4717914055568, -118.43963967715776 35.489156261057424, -118.43950290326585 35.43892913711207, -118.40829536831178 35.427984774742775, -118.37311263730851 35.45611075971648, -118.2854348233835 35.45096498257699, -118.23431354031395 35.46978722867819, -118.24604549570375 35.48629992931832, -118.30113506587962 35.48488140053266, -118.24883835971868 35.49181874108784, -118.27299422479533 35.50437254747243, -118.24871748241405 35.52393416259134, -118.31761759096956 35.56036098831116, -118.31460558024611 35.57416917082031))",True
38342,2008,USF,CLOVER,2008-05-31,2008-06-07,1.0,15788.58984375,98082033.2646118,69635.1754607982,"POLYGON ((-118.03847950581873 36.106233727031416, -118.0823302355087 36.1278596917034, -118.12059885917596 36.11321492897499, -118.12459145738885 36.12314426230813, -118.11495928163633 36.12746708577245, -118.11577967974767 36.13100346930166, -118.1422777249595 36.149556068277356, -118.17244394720927 36.11758808428756, -118.15789459750907 36.093686900734596, -118.05704526537505 36.085636444517846, -118.0438630419428 36.050194370089635, -118.00243345430154 36.09345259027947, -118.01436711560864 36.11052644775347, -118.03847950581873 36.106233727031416), (-118.1236523226582 36.13787559876314, -118.12471160346483 36.13792906006351, -118.12469732474341 36.13851293292121, -118.12403826585373 36.138703171489155, -118.1236523226582 36.13787559876314), (-118.11743043649018 36.127373332610425, -118.1194149613782 36.128600416901726, -118.1194264283728 36.13224057012286, -118.11572756308816 36.12835103098168, -118.11743043649018 36.127373332610425))",True
38356,2008,USF,BUCKHORN,2008-06-21,2008-07-31,1.0,29814.30859375,210987969.078981,180644.162493614,"MULTIPOLYGON (((-123.23288345592144 40.921967262349305, -123.31090979468837 40.888780234913014, -123.33911433800444 40.84360642198924, -123.31835117170237 40.816150440442705, -123.30056056930304 40.82200364249712, -123.30593815768161 40.79876907669148, -123.28612562634247 40.803964482015616, -123.28305888845527 40.75348652095407, -123.2303357825717 40.73531820174813, -123.22893407655519 40.74833515736914, -123.20395678569457 40.76350121978923, -123.18722603453203 40.78591950840375, -123.21630016141617 40.760631674357114, -123.25217911640902 40.78698118018312, -123.20856023740232 40.844055221548246, -123.2243973400286 40.85396826806665, -123.20924525311212 40.86931323950372, -123.21931351332438 40.88808160168327, -123.23519098354458 40.88643369751558, -123.2119330007641 40.90179356966153, -123.23288345592144 40.921967262349305), (-123.22743795490736 40.8962344021827, -123.22730807199201 40.89649266387539, -123.22707238909574 40.896413741445, -123.22720188663384 40.89603639439533, -123.22743795490736 40.8962344021827), (-123.30662955232825 40.875350150712, -123.30335023711221 40.866947225619676, -123.31101821954653 40.865790914481934, -123.31372151254452 40.86956526425846, -123.30834793873694 40.87515987277992, -123.30662955232825 40.875350150712), (-123.23072865716796 40.844823633279645, -123.2191744568133 40.83507731400412, -123.22060812219269 40.83050686615, -123.23706828462194 40.83833793886259, -123.23072865716796 40.844823633279645), (-123.21693790777572 40.759859668306326, -123.21865011826684 40.7563246643755, -123.22919397533657 40.75066729951908, -123.22730159873207 40.75389529327694, -123.21693790777572 40.759859668306326)), ((-123.23136020066046 40.77628638813562, -123.23176650596852 40.77684273694886, -123.23211986098045 40.776707542453195, -123.23188986262333 40.77597792551403, -123.23136020066046 40.77628638813562)), ((-123.19997847428796 40.77879968625211, -123.20084456969776 40.77880696751254, -123.20119745758579 40.77712096572929, -123.19885491453118 40.777642927766614, -123.19997847428796 40.77879968625211)), ((-123.23222367298965 40.78862869713468, -123.22764798281743 40.78297828632804, -123.2151332372857 40.78625435252239, -123.21569424685872 40.78761445932433, -123.23222367298965 40.78862869713468)), ((-123.23490969767293 40.800906212771444, -123.23487437142437 40.802247344687515, -123.2350553585979 40.80247516375998, -123.23553160044578 40.80128523958957, -123.23490969767293 40.800906212771444)), ((-123.23079006330579 40.81090707176003, -123.23166616864285 40.811825454498575, -123.23273854329307 40.8119226378401, -123.23180546320744 40.80963520781625, -123.23079006330579 40.81090707176003)), ((-123.21193319749514 40.832488561423304, -123.2134507664204 40.83150055994657, -123.21137603001661 40.82887889752784, -123.21046898041297 40.83201730536717, -123.21193319749514 40.832488561423304)), ((-123.30692993997613 40.871444701541684, -123.30710531986566 40.87208547331248, -123.3076718244333 40.87210545368657, -123.30766844407286 40.87137453787062, -123.30692993997613 40.871444701541684)), ((-123.30984859058873 40.871432991978025, -123.30965375319012 40.871992663057476, -123.31019405120595 40.87246416674179, -123.31030450715501 40.87186192964458, -123.30984859058873 40.871432991978025)), ((-123.24053078518905 40.92158304054918, -123.24046072737667 40.92283330572744, -123.24067383381323 40.922934778953454, -123.24096791708439 40.92160162535451, -123.24053078518905 40.92158304054918)), ((-123.24117168104199 40.92107468707975, -123.2411248159336 40.92232524356208, -123.2416597680752 40.92329040032267, -123.24227789612725 40.92264917477678, -123.24117168104199 40.92107468707975)))",True
38357,2008,USF,OLIVER,2008-06-21,2008-07-14,1.0,2806.08544922,18073019.8611961,23562.3513913595,"POLYGON ((-119.71931277110446 37.5140531172952, -119.75675946503283 37.513874513543065, -119.75930331066114 37.48156285819303, -119.73501631670588 37.47828394104783, -119.71931277110446 37.5140531172952))",True
38371,2008,USF,NORTH MTN,2008-06-21,2008-07-19,1.0,2964.04956055,19295668.0070405,25850.0771106574,"POLYGON ((-119.86552794675796 37.917276002671784, -119.92159571580294 37.907305271253804, -119.92571035104548 37.88341032892741, -119.88285238730525 37.884589631921024, -119.86552794675796 37.917276002671784))",True
38373,2008,USF,FRIEND-DARNELL,2008-07-08,2008-07-21,1.0,4111.99316406,28090986.8665188,27054.1210178117,"POLYGON ((-121.30092668476277 39.656512510322365, -121.34617578771953 39.6329277656478, -121.3063694989158 39.60479690299326, -121.28100989764668 39.63766419948367, -121.30092668476277 39.656512510322365))",True
38399,2008,CDF,MILL,2008-06-21,2008-06-29,1.0,13511.75585938,93732420.8048226,50580.4319498308,"POLYGON ((-121.80428303773114 40.1935675947513, -121.91966885838544 40.19005346409072, -121.91403454048181 40.12768936831468, -121.86543592885101 40.1219530048448, -121.84534249162755 40.15341580827696, -121.80995146825937 40.16574241527471, -121.80428303773114 40.1935675947513))",True
38407,2009,USF,MORRIS,2009-08-25,2009-11-30,7.0,2236.50415039,13262905.8678605,21473.801384337698,"POLYGON ((-117.84873388131506 34.2065371655328, -117.8880199233984 34.208231063036514, -117.89217574190516 34.198704240353074, -117.83995496225035 34.18534101011638, -117.83036345323076 34.20266443551687, -117.84873388131506 34.2065371655328))",True
38408,2009,USF,STATION,2009-08-26,2009-09-22,7.0,160833.109375,956681991.017909,259028.08431944402,"POLYGON ((-118.0668224732319 34.43624978561, -118.1454401055767 34.423518383848865, -118.21999949172601 34.43157204419312, -118.25859026383057 34.40028484775267, -118.27332505724647 34.416563632048614, -118.28410216816795 34.396923202237126, -118.32983028068197 34.385882544617466, -118.3398743088394 34.360345511978714, -118.29195753108566 34.32673846056487, -118.3429228971646 34.29873340048469, -118.32637081192895 34.279040507451505, -118.29168867969418 34.2878535097251, -118.27677610159874 34.256186287445004, -118.2229189463308 34.24631322213534, -118.2181498371998 34.226775558624105, -118.17476690788902 34.211225393603975, -118.08908979481531 34.21903501944308, -118.09630946132899 34.241007745678104, -118.06263053795912 34.22471576279525, -118.01002324378031 34.244882911071755, -117.97267675512522 34.24048371003644, -117.94135013590382 34.28584502522338, -117.94466492828538 34.318995114165524, -117.92895719114482 34.326335239921264, -117.96524036196442 34.35777876987171, -117.94354393321872 34.37279565609071, -117.97395318119388 34.3820958477387, -117.99714488986596 34.324446171120464, -118.0193847113236 34.326514229991425, -118.03234726792277 34.34326719931463, -117.9817051758702 34.40798839384198, -118.0002715678405 34.40221415318567, -118.0668224732319 34.43624978561), (-118.05261385721387 34.357257090037486, -118.0536309675078 34.36887306457706, -118.0264375005019 34.36454772703799, -118.03574707057464 34.34106755534025, -118.02863951560504 34.32953004075189, -118.07024416603056 34.30813712376062, -118.07642677156615 34.3217342478054, -118.05261385721387 34.357257090037486))",True
38413,2009,USF,COTTONWOOD,2009-08-27,2009-08-31,9.0,2410.61767578,14146047.7231654,20211.9297091693,"POLYGON ((-116.8325133552072 33.76003252811439, -116.85394635479241 33.74295758197232, -116.7974846268847 33.74018811498177, -116.80040456118985 33.75501304341806, -116.8325133552072 33.76003252811439))",True
