object_id,year,agency,fire_name,alarm_date,cont_date,cause,gis_acres,shape_area,shape_length,geometry,fire_season
22591,2005,CDF,Five,2005-06-04,2005-06-05,1.0,2371.54614258,14875927.9578581,19475.2563487968,"MULTIPOLYGON (((-120.4697614104639 36.51647548027599, -120.45435582795737 36.46456809185563, -120.4297923523206 36.47479127381082, -120.4697614104639 36.51647548027599)), ((-120.4297923523206 36.47479127381082, -120.42957269896226 36.47456198235503, -120.42873051580696 36.47386471034115, -120.42930695484334 36.47507873539528, -120.4297923523206 36.47479127381082)))",True
23010,2005,CDF,TESLA,2005-07-19,2005-07-20,7.0,6440.35595703,41658928.0741509,50941.3589608284,"MULTIPOLYGON (((-121.58853626842009 37.66970224783246, -121.6141566569044 37.651857962349126, -121.52725217835298 37.63286080819211, -121.53857909326261 37.65672385749534, -121.55129162626037 37.65047021754429, -121.5656040821353 37.666550641280956, -121.51867406868688 37.68116958617323, -121.53724962976126 37.700803147054316, -121.56989655056644 37.687582943479605, -121.57210772938379 37.66744975782044, -121.58853626842009 37.66970224783246)), ((-121.5883714464301 37.66984946170038, -121.58830893536441 37.66990535290638, -121.58839342640844 37.66984737830285, -121.5883714464301 37.66984946170038)))",True
23031,2005,CDF,JOHNSON FIRE,2005-09-04,2005-09-04,2.0,1383.12231445,8687953.40708614,19972.5295844643,"POLYGON ((-121.39255089385065 36.55039549228639, -121.37654729477467 36.551534050337274, -121.34200816175668 36.5229451864749, -121.35381960816764 36.55016979985733, -121.36565729616468 36.55445993525429, -121.39255089385065 36.55039549228639))",True
23040,2005,CDF,MILLWOOD,2005-07-07,2005-07-07,14.0,2901.61962891,18215480.7653804,17609.628473856697,"POLYGON ((-119.09284152242161 36.52569399213251, -119.10986010547926 36.5380795413279, -119.12925190905847 36.51234184741034, -119.09087439610403 36.49997874773674, -119.09284152242161 36.52569399213251))",True
23055,2005,CCO,PINE,2005-09-21,2005-09-21,1.0,1814.47692871,11114043.250125,22009.194951987298,"POLYGON ((-118.8236034798612 35.530703281029425, -118.82292855043544 35.55213086440523, -118.85013413661282 35.54976353310771, -118.85345252495047 35.52748752454684, -118.8236034798612 35.530703281029425))",True
23058,2005,CCO,SCHOOL INCIDENT,2005-11-18,2005-11-21,11.0,3892.23388672,23141776.2681243,24957.7514053502,"POLYGON ((-119.25046153554747 34.33011426402028, -119.28574779469228 34.31831109823055, -119.27298944402179 34.304134144277015, -119.2878254946382 34.29970339152337, -119.28385894846687 34.28529802381598, -119.24656568768731 34.29374882022501, -119.23850818586433 34.324382909448325, -119.25046153554747 34.33011426402028))",False
23065,2005,USF,BLAISDELL,2005-08-31,2005-08-31,4.0,5491.78759766,32318015.7148188,30958.7494046268,"POLYGON ((-116.65184499015558 33.89615258903901, -116.67126727626732 33.87318843915021, -116.63984507450306 33.854778484737366, -116.64650754748705 33.83937237792121, -116.62025226389589 33.83673167027463, -116.60861376743165 33.87095697941397, -116.65184499015558 33.89615258903901))",True
23070,2005,USF,DEER,2005-08-09,2005-08-18,2.0,1719.76660156,11661987.9129115,23325.5440921017,"POLYGON ((-122.85586604323903 39.38827160384087, -122.87084800990199 39.38328671470128, -122.84504619496795 39.36032392824531, -122.81537362211962 39.36885302322941, -122.85586604323903 39.38827160384087))",True
23275,1974,USF,BEAVER,1974-09-23,1974-09-26,2.0,1062.06750488,7768986.30176385,19246.2046784949,"POLYGON ((-120.72916757998752 41.93409155436474, -120.71845944800175 41.92310253748112, -120.73155408749042 41.91861202011282, -120.72003297118938 41.91739764695282, -120.72583190177559 41.90303541644224, -120.70061337463362 41.92250815375773, -120.72916757998752 41.93409155436474))",True
23706,1973,USF,9 MILE,1973-08-19,1973-08-22,2.0,18726.95898438,133300266.169087,95295.1093450372,"MULTIPOLYGON (((-120.5631405422397 41.10500451786492, -120.55128876326911 41.15519672895847, -120.56723168563924 41.140781272449196, -120.56922513978117 41.06696569061865, -120.59408414228183 41.036782343531875, -120.59154428607168 41.01625597151742, -120.65463662461863 40.98795966390609, -120.65656112048609 40.95424832781283, -120.63889222812963 40.93812030235943, -120.57588229563699 40.98522206155883, -120.56273280232213 41.0398297862843, -120.53390969437278 41.0534880831229, -120.5456249707427 41.07254953576803, -120.51175211008614 41.11774037170811, -120.5631405422397 41.10500451786492)), ((-120.46703333654051 40.94042068797351, -120.47381309626292 40.94319513683806, -120.45949744777546 40.9359672593356, -120.46703333654051 40.94042068797351)))",True
23729,2006,BLM,DUCK,2006-06-26,2006-06-27,1.0,1304.42382813,9273335.58935446,26073.8461265772,"MULTIPOLYGON (((-119.78535307319001 40.99414217168793, -119.7900004650916 40.986680443028675, -119.77856019806444 40.977346274412916, -119.74526656122164 40.98724486059277, -119.76361492219098 40.98969766278181, -119.75678965112132 40.999907580486955, -119.78535307319001 40.99414217168793)), ((-119.75688387810641 40.99664551116325, -119.7568723284668 40.99661855245596, -119.75674540909358 40.99660055285819, -119.75674683561826 40.996601102039904, -119.75688387810641 40.99664551116325)), ((-119.78465646831474 40.99444026915112, -119.78464709708969 40.994433322113416, -119.7845916854097 40.9944552107717, -119.7846173341077 40.9944570502513, -119.78465646831474 40.99444026915112)), ((-119.76261498409205 40.99295104646053, -119.76261438761067 40.992951224784946, -119.76261118152344 40.99295130818382, -119.76261295928938 40.99295266900938, -119.76261498409205 40.99295104646053)), ((-119.76261533353667 40.99295257883015, -119.76261295928938 40.99295266900938, -119.7626141414723 40.99295401763025, -119.76261533353667 40.99295257883015)), ((-119.78535307319001 40.99414217168793, -119.78535187753238 40.99414343214088, -119.7853518730408 40.99414487362709, -119.78535270847402 40.99414397049459, -119.78535307319001 40.99414217168793)), ((-119.75807230700649 40.9998889953448, -119.758070407968 40.99988845432609, -119.7580702920853 40.999889528227854, -119.75807147336992 40.999889266532115, -119.75807230700649 40.9998889953448)), ((-119.75807302835365 40.99988872280153, -119.75807230700649 40.9998889953448, -119.75807373353116 40.999889535007554, -119.75807302835365 40.99988872280153)))",True
23909,2004,CDF,PLEASURE,2004-04-25,2004-04-26,14.0,2456.28198242,14332722.7101448,17752.7374290652,"POLYGON ((-116.83020189206482 33.51494479594064, -116.85769191720051 33.5147148594918, -116.86754191823972 33.491524935708014, -116.82231193322882 33.49117480266616, -116.83020189206482 33.51494479594064))",False
23938,2004,CDF,VERBENIA,2004-07-11,2004-07-16,14.0,3831.37084961,22551929.5533962,23281.515288764203,"POLYGON ((-116.69984781393713 33.90814400607929, -116.7281487087539 33.87024430165158, -116.72228030515859 33.85263263235104, -116.69273924566788 33.856452967432396, -116.68443124054309 33.890260721172844, -116.69984781393713 33.90814400607929))",True
24237,1977,USF,BONITA,1977-08-01,1977-08-09,1.0,7428.06933594,46145394.3467018,33086.9263347049,"POLYGON ((-118.33179761451039 36.12107205835957, -118.35720679559668 36.128187259303424, -118.35955460367715 36.105966863090245, -118.31928941410379 36.079124119961605, -118.27440037657418 36.08733030109743, -118.27461953855402 36.10831185206924, -118.2986472311076 36.123093986549954, -118.32053467581862 36.131799770639276, -118.33179761451039 36.12107205835957))",True
24239,1977,USF,BEAR TRAP,1977-08-14,1977-08-17,9.0,4044.70727539,24820265.5434339,43474.453396760604,"MULTIPOLYGON (((-118.57611443186366 35.637001082673244, -118.56948846192125 35.61730130059933, -118.59617447062315 35.619852029534044, -118.6016430448653 35.60947997269126, -118.56739056784775 35.59533319027538, -118.53986629623847 35.59385084418533, -118.51605016771411 35.620319053643705, -118.57611443186366 35.637001082673244)), ((-118.50538443980302 35.59399852457597, -118.50692518616093 35.595770007676755, -118.50752805273461 35.59528245446073, -118.50586584786213 35.59370651203468, -118.50538443980302 35.59399852457597)), ((-118.54147169973724 35.642682446378174, -118.53870976920909 35.645030600652014, -118.55739735828426 35.64016066386861, -118.53876060756598 35.63277573690051, -118.54147169973724 35.642682446378174)))",True
24477,2003,USF,PIRU,2003-10-23,2003-10-31,2.0,63726.40625,380445240.936409,121405.91067987401,"POLYGON ((-118.79965962707311 34.54915632183029, -118.82772550913685 34.57945344296353, -118.83283512557463 34.551237657958396, -118.86971356771215 34.53970059237912, -118.86836350943459 34.56524149251628, -118.90683635969182 34.54727791870139, -118.92712838567849 34.557299788539346, -118.91555561175703 34.53729859838607, -118.97384775407424 34.50058106773158, -118.96400565012468 34.48070091973772, -118.98436118251037 34.48353804530244, -118.97556824074405 34.465867976493676, -118.94153516735322 34.46483205128241, -118.97479969788252 34.44056721830214, -118.93619646345 34.438261970476425, -118.92213134341719 34.451458843866895, -118.92207182104646 34.41626105230898, -118.88395815137581 34.39608879905919, -118.77131071460943 34.425420844694436, -118.75604925690878 34.46164268682153, -118.77409950386625 34.480648591055576, -118.75739090875193 34.49961632673841, -118.79562133874826 34.51990740688065, -118.79965962707311 34.54915632183029))",True
24479,2003,USF,OLD,2003-10-25,2003-11-15,7.0,91428.0,542604557.944078,218778.177759378,"POLYGON ((-117.34725043486571 34.361576943428375, -117.42096884968704 34.32177706904661, -117.4146537704948 34.273926449288695, -117.43471826310146 34.27081236319915, -117.43006172185872 34.24125642193454, -117.41108049507676 34.24310823175819, -117.37233540408448 34.19955158782929, -117.34881737430064 34.20352940232345, -117.33446442057604 34.178180232228044, -117.28678678063915 34.182009030327855, -117.24431665014978 34.14945401158152, -117.10290166533608 34.10637542899821, -117.09716610011341 34.12945079724456, -117.06933801558009 34.14424776989123, -117.07500234080747 34.189686735845406, -117.08864433996844 34.19715560203251, -117.10392690897656 34.17649003108628, -117.14511940336656 34.16391313941688, -117.16522104220856 34.19192269968034, -117.12833472633757 34.214858775669555, -117.10737818689083 34.283909710901774, -117.16085848182907 34.309737466094255, -117.18392479467063 34.28663914086614, -117.16159963685425 34.267595355167195, -117.16757028220364 34.233618002519655, -117.31853019569448 34.23576160713081, -117.33362804952067 34.252539220215986, -117.30507970208075 34.265212884004065, -117.30413631921715 34.30671626034751, -117.32987680257348 34.30864493655894, -117.30682353776143 34.34191233309558, -117.3212538795511 34.36356387277983, -117.3497640584729 34.34352472284328, -117.34725043486571 34.361576943428375))",True
24483,2003,USF,ACKLEY,2003-07-26,2003-07-30,1.0,9599.02050781,69834940.826477,52434.0764362731,"POLYGON ((-121.32116090146596 41.8162597760925, -121.35511691018522 41.7986299262589, -121.33832155218745 41.76186657436506, -121.35281493864208 41.730592401068385, -121.32639336072216 41.68211461926937, -121.30337583628202 41.68815836569283, -121.29597456814716 41.71003874853016, -121.33151581767862 41.73984569130869, -121.3120148113002 41.75001314880661, -121.32116090146596 41.8162597760925))",True
24711,1997,USF,HOPPER,1997-08-05,1997-08-13,9.0,24797.38476563,148021052.057081,68077.49984009551,"POLYGON ((-118.83699628097246 34.4210062132106, -118.79217000783342 34.439568685352825, -118.76246951804102 34.43137162769501, -118.7556371197379 34.46025547007508, -118.77495841724539 34.47894940129326, -118.76016837743954 34.48245642592385, -118.76419646090277 34.51799106386291, -118.79485051686085 34.52519488456677, -118.82150321333705 34.51055213666828, -118.82701486000042 34.53111966535002, -118.86793051877271 34.502602012425115, -118.88271109213208 34.4502630314912, -118.83699628097246 34.4210062132106))",True
24715,1997,USF,JACKS,1997-08-08,1997-08-18,1.0,5747.02441406,35274348.4379614,44517.6190678666,"POLYGON ((-118.07096879295281 35.640991914498954, -118.08032579497083 35.650233163152166, -118.07896863191769 35.639516250527954, -118.1325700467057 35.62960989842433, -118.10185758138954 35.60075222882931, -118.08908572365044 35.612224110050214, -118.07658603208624 35.5990283894563, -118.05722492843188 35.603818169678696, -118.05562844969548 35.627510444303695, -118.04180510223821 35.62193259678645, -118.07096879295281 35.640991914498954))",True
24841,1984,USF,LYTLE,1984-05-28,1984-06-01,9.0,2430.85791016,14446545.5894208,25276.604798898803,"POLYGON ((-117.5389555769565 34.309436727142916, -117.5325548847244 34.29090299853673, -117.54806497633278 34.28072513042138, -117.50596814165804 34.27575919462472, -117.52132469681129 34.28992994307494, -117.51455264373571 34.30800391090658, -117.5389555769565 34.309436727142916))",True
25077,1970,USF,JAMES,1970-07-22,1970-07-24,2.0,1511.94494629,9311707.28650063,19985.689601819002,"POLYGON ((-118.3963061587808 35.77117550469657, -118.42400557761597 35.77007702836882, -118.4094121493814 35.738872088180635, -118.38482506601896 35.767732301734114, -118.3963061587808 35.77117550469657))",True
25078,1970,USF,RED MOUNTAIN,1970-09-26,1970-10-03,3.0,25492.34960938,156627596.687022,79709.1861981239,"POLYGON ((-118.58634773594977 35.70981078571426, -118.59901196473807 35.71894501590417, -118.66958767294526 35.70353927698749, -118.67190187684758 35.682429869287084, -118.72070238663514 35.675931836686146, -118.74401451806428 35.62716955364255, -118.62972996906623 35.6329489551378, -118.58498821751394 35.61079170808607, -118.56998239519034 35.634690387727204, -118.59892334773191 35.6391432196554, -118.56651981826644 35.69576270808344, -118.58634773594977 35.70981078571426))",True
25081,1987,USF,YELLOW,1987-08-30,1987-11-20,1.0,51060.06640625,367172430.873685,122860.470813443,"POLYGON ((-123.2602949808777 41.45062408000536, -123.27319071898943 41.472923557817055, -123.36827413542056 41.436771022105475, -123.40633621125119 41.401494732677065, -123.41963660446581 41.3761623749605, -123.39647828707116 41.33843067596167, -123.36710789041645 41.33312840072477, -123.37837024789818 41.32076471137565, -123.36836604026067 41.30279079495073, -123.33337222675827 41.33339829680918, -123.3394416858906 41.28963420142929, -123.28249255995743 41.2748763700231, -123.19015307271447 41.318399419026775, -123.25571496711403 41.357171272305514, -123.299315600439 41.359497508598324, -123.28744779103216 41.37733163412874, -123.30189971304989 41.387004718414865, -123.26617294434429 41.38291383738131, -123.25441082532389 41.412994682091366, -123.27262237197714 41.430256224392195, -123.2602949808777 41.45062408000536))",True
25082,1987,USF,SAINT CLAIRE,1987-08-30,1987-10-10,1.0,8832.54785156,63018786.0157383,41605.9412345561,"POLYGON ((-123.18293598885725 41.12458309393677, -123.17729859602038 41.140504780036366, -123.22801160108149 41.139234888525024, -123.20735759895109 41.07386175495333, -123.13150324101407 41.07900504669703, -123.16716451804392 41.12514324047727, -123.18293598885725 41.12458309393677))",True
25083,1987,USF,GLASGOW,1987-08-30,1987-09-22,1.0,13863.50292969,99302611.3677474,53884.089375169,"POLYGON ((-123.16569857350144 41.26603477578667, -123.24010664023774 41.26615452654735, -123.29456086974243 41.24640820234152, -123.22454342136517 41.20841419472849, -123.15232246668141 41.19965604850413, -123.13928407340765 41.2350200255733, -123.17427731558149 41.23886328452545, -123.17853958714436 41.25946202635616, -123.16569857350144 41.26603477578667))",True
25084,1996,USF,CHALOLO #1,1996-08-18,1996-08-30,7.0,2678.80737305,16623857.5704416,25493.1525066565,"POLYGON ((-118.66089842910208 36.08781752451196, -118.67395489019115 36.07684525925935, -118.67940356854642 36.03532383665733, -118.6527661542098 36.048943175448734, -118.64433318714076 36.079015284037354, -118.66089842910208 36.08781752451196))",True
25193,2005,USF,NINE,2005-07-09,2005-07-10,9.0,1149.69226074,7068933.6054809,18620.4893461455,"POLYGON ((-118.41172796575968 35.68050519704387, -118.41158422902603 35.68064702002409, -118.41154265948623 35.68148925268091, -118.41114224622814 35.682213053325135, -118.41141787540843 35.68351464437892, -118.41457539793659 35.68913340946768, -118.4130537228122 35.691004628152314, -118.41524201525104 35.691487649849535, -118.41168144919764 35.703765000200946, -118.41990343524411 35.70840136547918, -118.44039569660592 35.69245141986454, -118.41172796575968 35.68050519704387))",True
25196,2005,USF,CRAG,2005-07-24,2005-10-15,1.0,1185.20141602,7363465.36633476,31210.5776566717,"POLYGON ((-118.18737277852317 36.13202152018331, -118.18976032627518 36.12976105678482, -118.18509815978211 36.12371519796475, -118.17670914638164 36.12080041426748, -118.17755313425232 36.108150990957824, -118.19527914508778 36.09029345507392, -118.20615400349195 36.09697539118945, -118.19832945817832 36.085902918701535, -118.17803176472053 36.097678282416425, -118.16637415390367 36.12281745733179, -118.18737277852317 36.13202152018331))",True
25198,2005,USF,WOOLEY,2005-09-20,2005-09-21,1.0,3224.14257813,23272082.2708116,32578.191281132003,"POLYGON ((-123.25307355995429 41.51417919434184, -123.27752458448379 41.50183625475605, -123.27893034369889 41.47973742916643, -123.30239748751514 41.48131711038521, -123.31181618223361 41.47118084652245, -123.28974259132436 41.464005905989644, -123.24165883292899 41.489514448593205, -123.25307355995429 41.51417919434184))",True
25247,1999,USF,ONION,1999-08-23,1999-09-01,1.0,15960.95117188,113110397.969324,75485.1892311362,"POLYGON ((-123.37426409904013 40.94571229297806, -123.38524810364962 40.951518012099996, -123.39356969669142 40.9229246830878, -123.4256747186829 40.90702345018386, -123.42969356207512 40.86810616592302, -123.44432834066053 40.86886570744313, -123.3808632012707 40.823366425283716, -123.3700273890387 40.849075572776606, -123.345971183958 40.85074477355909, -123.36712324621789 40.86425946254521, -123.33752348092504 40.87030468042226, -123.36719911882511 40.87792971476972, -123.34812881779453 40.886528686557284, -123.34809076875234 40.90657673863742, -123.35174038749481 40.93314465835331, -123.37426409904013 40.94571229297806))",True
25248,1999,USF,MEGRAM,1999-08-23,1999-11-03,1.0,125072.53125,890762195.262679,283777.76068757504,"MULTIPOLYGON (((-123.54153224109963 41.1710951411747, -123.56241857091871 41.175237790318974, -123.57930406497374 41.152688414436135, -123.57224832213477 41.119421351850654, -123.55252402871272 41.091147152372194, -123.58426335463692 41.062656000480274, -123.58197579835917 41.05386661569713, -123.5505731448338 41.083670735245576, -123.56155210989455 41.126824400474035, -123.47294377159092 41.12212867157219, -123.55558511350185 41.07480530792327, -123.54180695489664 41.05098642926685, -123.52195739320487 41.05439747891585, -123.52490880178263 41.03815593355577, -123.49652479663239 41.030444708205245, -123.55303092826465 41.008838169858315, -123.55264800700176 40.995805200049006, -123.53437679514562 41.000454098477405, -123.54372407649396 40.948149506640064, -123.57151349574082 40.98484937504456, -123.60356899001742 40.994986785011314, -123.5229794936402 40.928422842810484, -123.51351555706904 40.8910721503386, -123.45954912534006 40.879084680327544, -123.39611884148157 40.927190344235306, -123.39031164459814 40.95532502111745, -123.35875388526087 40.95941366637715, -123.34161307473072 41.051489000887734, -123.26834017937455 41.07440648704433, -123.25681347016256 41.09111125359003, -123.2960970373873 41.140624243865915, -123.35308521488247 41.16280266132537, -123.3812249923615 41.151786094327804, -123.40704196546764 41.17964912479662, -123.4627550724519 41.14958593735623, -123.54153224109963 41.1710951411747), (-123.50554905817762 40.89528277419629, -123.50701438018758 40.91010850715735, -123.49575050634967 40.91318429971971, -123.49561680559434 40.90200560276023, -123.50554905817762 40.89528277419629)), ((-123.54826634035447 41.03949754454826, -123.5879513781544 41.03787379362858, -123.59394295065664 41.03183024715123, -123.58693367676904 41.022750188476216, -123.54826634035447 41.03949754454826)), ((-123.52720723845509 41.11354697468187, -123.52036701492754 41.118888302660395, -123.5213750163045 41.12116288174393, -123.53146326313347 41.116932540970446, -123.52720723845509 41.11354697468187)))",True
25552,2004,CCO,CACHUMA,2004-05-03,2004-05-12,1.0,1115.11535645,6696180.28003977,12107.6130643704,"POLYGON ((-119.90093925947517 34.7285471094165, -119.91441067125861 34.716880669389624, -119.88064834739946 34.73026688341498, -119.89310064834085 34.73176991281488, -119.90093925947517 34.7285471094165))",True
25553,2004,CCO,GAVIOTA,2004-06-05,2004-06-12,1.0,7197.66992188,42975152.2354008,38604.140178119,"POLYGON ((-120.12749062456211 34.48392386772672, -120.14941259152953 34.506372845846045, -120.25388020018576 34.47699777898092, -120.12990188244774 34.47213493864622, -120.12749062456211 34.48392386772672))",True
25557,2004,CCO,FOOTHILL,2004-07-17,2004-07-25,7.0,5969.51806641,35544462.0239814,48433.9643936356,"POLYGON ((-118.4269216482671 34.40623940956904, -118.49949813637738 34.37160336678484, -118.50254412407983 34.33462684553584, -118.45957877303559 34.34784789092477, -118.4269216482671 34.40623940956904), (-118.46636037520265 34.38356686463165, -118.46430153538614 34.38308607579728, -118.46486316569502 34.38108548618926, -118.46682666910708 34.3827130365078, -118.46636037520265 34.38356686463165))",True
25558,2004,USF,CROWN,2004-07-21,2004-07-25,2.0,11754.265625,70129064.6009735,70154.73867154379,"POLYGON ((-118.04648466460675 34.49393565733478, -118.11056728346499 34.46165573734864, -118.1681082716096 34.45930488084082, -118.19940235295307 34.432401189254094, -118.1036243789072 34.431651018647045, -118.03521411538792 34.47056461316545, -118.02576653174819 34.485490286913596, -118.04648466460675 34.49393565733478))",True
25560,2004,CCO,PINE,2004-07-12,2004-07-23,9.0,16271.65234375,97749222.6499062,111607.950972637,"POLYGON ((-118.65353866492995 34.78171597298214, -118.6806225033352 34.7353956443549, -118.65077635351612 34.712058458049285, -118.61276115626859 34.703402303137445, -118.57298691216772 34.733584190429035, -118.52093898454325 34.71855119773271, -118.5061891227868 34.73126014579472, -118.55366972355432 34.76091473449852, -118.57941001287456 34.7592840968134, -118.60488444668475 34.73024567500616, -118.6103075940213 34.73484837235174, -118.60350354205696 34.73834857938975, -118.59998791332734 34.75001916081011, -118.60299758753277 34.7546933091016, -118.60364232278523 34.74357426795057, -118.61898187732173 34.74570509661099, -118.59716032942666 34.76535112121533, -118.61409399653712 34.77741951590252, -118.63402419011048 34.76410347026397, -118.65353866492995 34.78171597298214))",True
25561,2004,CDF,CERRITO,2004-05-03,2004-05-07,8.0,16447.3984375,96549302.9105712,86449.63942607181,"POLYGON ((-117.41616211641701 33.80756870496363, -117.47192512661195 33.762997827110745, -117.43407003519918 33.74623299817701, -117.41626284540813 33.76083268356778, -117.40189703140194 33.73689025557122, -117.35623034748367 33.72900835635827, -117.34626489765908 33.7131805233888, -117.35273521741051 33.739829568648496, -117.3041359760607 33.73613578694602, -117.28582371568766 33.754025466837795, -117.31655863708929 33.75855474880057, -117.32693895945481 33.77856231291451, -117.33577016585897 33.76789801070959, -117.40305087875684 33.78442416045931, -117.415588413649 33.79489567287481, -117.39443070727418 33.80143054900653, -117.41616211641701 33.80756870496363), (-117.38662681512727 33.77773372142648, -117.39651274428628 33.76311225827929, -117.41324700336997 33.77060370479854, -117.40355466564625 33.771710190588564, -117.38662681512727 33.77773372142648))",True
25563,2004,CDF,EAGLE,2004-05-02,2004-05-07,14.0,8946.07421875,52179524.8883568,61593.23214162,"POLYGON ((-116.9793748480464 33.51552896865284, -117.02358691427963 33.49283396628368, -117.02446792531643 33.4764539022725, -117.04406875159087 33.484354719229984, -117.03849337394966 33.474540582845094, -117.06727163171182 33.45652288335846, -117.04448848401748 33.44580165157957, -117.02440188207505 33.46377773966983, -116.99491596207478 33.456807501758846, -116.96353664228893 33.479229273705016, -116.98053164726534 33.4809853248597, -116.97631489154129 33.49600537762673, -116.93125767591572 33.50958936480127, -116.9793748480464 33.51552896865284))",True
25635,1976,USF,COYOTE,1976-07-08,1976-07-12,7.0,5520.43603516,32873830.8821821,29411.748808767003,"POLYGON ((-117.02409787691155 34.401939653592656, -117.04158681156375 34.393293162639374, -117.06339681341247 34.34163604704132, -117.00102885744606 34.36907234063585, -116.99228600394336 34.389004777320835, -117.02409787691155 34.401939653592656))",True
26288,1980,USF,LOCKWOOD,1980-11-26,1980-11-30,4.0,5654.60498047,33897310.7650237,37647.0653266678,"POLYGON ((-119.03224011334285 34.67780673966984, -119.07346243359693 34.673666176772734, -119.09993346107831 34.64219918792251, -119.06143267052079 34.61521389645101, -119.04792840824571 34.646631316989414, -119.0583166447689 34.65692608575644, -119.02947608165526 34.662672497411855, -119.03224011334285 34.67780673966984))",False
26613,1994,USF,SPECIMEN,1994-09-18,1994-10-12,1.0,8378.06054688,60247925.613474,38697.745420634,"POLYGON ((-123.13737051452874 41.39589654990517, -123.14591994997099 41.4107486127806, -123.18147850824136 41.38112527990241, -123.1752132630895 41.33677673219713, -123.11359360465308 41.348110075427286, -123.11616311874229 41.383827549092224, -123.13737051452874 41.39589654990517))",True
26614,1994,USF,SUGARFOOT,1994-08-27,1994-09-10,3.0,3033.22631836,20870752.0419327,21389.1430385153,"POLYGON ((-122.7964239890862 39.901691454507144, -122.81083438827658 39.898310948467014, -122.8138538720849 39.872934913287075, -122.75822698270665 39.87122020025613, -122.7964239890862 39.901691454507144))",True
27082,1985,USF,ROBLAR,1985-07-01,1985-07-04,9.0,8136.13818359,47365815.032402,38685.7805453856,"POLYGON ((-117.32257273754223 33.41970258262301, -117.37172755365758 33.41660452349263, -117.40510330011065 33.39247189762112, -117.38193388762394 33.37980947597109, -117.35617548108105 33.39422273782148, -117.32313368063993 33.37048733186788, -117.29671969528076 33.408855498150785, -117.32257273754223 33.41970258262301))",True
27083,1985,USF,REY,1985-06-26,1985-06-27,9.0,1474.30786133,8553856.80095173,15071.069547855199,"POLYGON ((-116.82613216450163 33.265783416804204, -116.84145685910671 33.250318716452725, -116.83208266423246 33.2295130014254, -116.82532920897818 33.23242426081605, -116.82241337997388 33.23086861969459, -116.82038660641973 33.23227523108029, -116.82613216450163 33.265783416804204))",True
27088,1979,USF,DALEY,1979-09-18,1979-09-20,8.0,1047.44946289,6209416.67990181,11096.4514885189,"POLYGON ((-117.22631506133796 34.18717470573076, -117.25022677330351 34.18848989720574, -117.25524121413527 34.17637458668578, -117.24139238147337 34.17052021804901, -117.22631506133796 34.18717470573076))",True
27089,1979,USF,SHADOW,1979-09-15,1979-09-18,2.0,2601.00854492,15411076.4990929,15692.1051656504,"POLYGON ((-117.20848298821356 34.17612004317872, -117.22590073137947 34.15485049279441, -117.1912500015521 34.14435962117557, -117.18202930899696 34.173494628195655, -117.20848298821356 34.17612004317872))",True
27090,1979,USF,CHILI BAR,1979-09-16,1979-09-22,4.0,6927.48535156,46212777.314329,36650.9202866283,"POLYGON ((-120.73049265881195 38.82369350561533, -120.7685420234813 38.81547524116624, -120.7950024733002 38.759641051513256, -120.73658257527823 38.77308413082473, -120.73049265881195 38.82369350561533))",True
27532,1996,BLM,GILBRETH,1996-07-19,1996-07-19,7.0,4238.16748047,26046427.0273302,23263.7016820844,"POLYGON ((-119.5805043936147 35.66987472164777, -119.57992023625341 35.70283741131132, -119.61553913705637 35.68814148290203, -119.60298734500232 35.64437829204595, -119.58056911453598 35.644700469175916, -119.5805043936147 35.66987472164777))",True
27539,1997,USF,HEMLOCK FIRE - JULY,1997-07-05,1997-07-09,8.0,3947.10229492,23392491.2369886,28160.296312728202,"POLYGON ((-117.21375752994759 34.19583324036382, -117.23791987636896 34.156761757534994, -117.20751176835593 34.15887456674433, -117.19066201916432 34.14390525103744, -117.18198115570446 34.17006307737068, -117.19752873311133 34.169645110006535, -117.19651792629574 34.19013036307094, -117.21375752994759 34.19583324036382))",True
27557,1972,USF, ,1972-07-05,1972-07-07,9.0,1675.88464355,11571328.8965382,16929.3428006289,"POLYGON ((-120.88405033301785 40.02186946590543, -120.89949743206355 40.00298272198095, -120.90438133151481 39.983313496556775, -120.87106507149986 39.998332652041725, -120.88405033301785 40.02186946590543))",True
27595,1987,USF,PALMER,1987-08-29,1987-09-08,1.0,1971.53662109,13397923.0650122,16966.757948449,"POLYGON ((-120.77207180965982 39.42817573457013, -120.74667433451998 39.44054618091297, -120.75054652614544 39.466739328085225, -120.78003837322994 39.45633245383596, -120.77207180965982 39.42817573457013))",True
27598,1990,USF, ,1990-08-03,1990-08-03,1.0,1562.45092773,10689831.693914,15678.8482942155,"POLYGON ((-120.08043709905034 39.69609065232159, -120.0709965734738 39.66699300328064, -120.04573759429628 39.691764280796384, -120.06735770576866 39.69749129229975, -120.08043709905034 39.69609065232159))",True
27625,1996,BLM,SKYLINE,1996-04-27,1996-04-27,11.0,20567.9140625,127436077.395766,59105.205043901005,"POLYGON ((-120.09318247355652 36.04749708084901, -120.1081031113367 36.00077154960929, -120.02096059630298 35.93791973770783, -120.01228367824383 35.94925827149612, -120.03339646346456 35.978087083590374, -119.99385090348554 35.954470956965366, -119.96233712027471 35.98013775336459, -120.03730861754376 36.03790205556795, -120.09318247355652 36.04749708084901))",False
